candidate_index,gene_id,source,source_row,generation_source,original_role,family_id,tavg_nm,delta_t_nm
71,ed8ab844aed1c21202dc46e94ce64a68e68dce5a004e9665e47777e95b252e06,historical40000_lcmd,71,old_train,old_train,,3.243135609882811,0.3041842059784057
72,1bf4c247c65d81a246c14f5251fcf5f6ee2ae4ccba15e5e44302219f88f6a451,historical40000_lcmd,72,old_train,old_train,,2.947130562456231,0.3985004590976522
73,8cd6c394cc62228b27651aff5dce7042a0dab8bc27df03c2f134368567783e6a,historical40000_lcmd,73,old_train,old_train,,3.4873572682609306,0.1974638792269019
74,5e2407143765302ebcd190273e45fcb7d34b01c56055ef5556c6ca2eb5133b1c,historical40000_lcmd,74,old_train,old_train,,2.805985779903359,0.35145427725442113
75,cadbfdfed1ab390f9e58ea1b79011fe1b5ead0b0289686d06304f78bcebfc927,historical40000_lcmd,75,old_train,old_train,,2.8689819554791494,0.5151841577507899
76,26e38dd28c3baa5c3ff93d47f4c5e3726ba9151a18b06366d183dce8325ae17e,historical40000_lcmd,76,old_train,old_train,,3.354935989526542,0.38014133686207474
77,46ea80141d18f79a1ea8e9553cad496a57ad1e7b8324dee46a72ee7a9f7d3ccd,historical40000_lcmd,77,old_train,old_train,,3.4935412795788636,0.22348335877441494
78,55fa9e9a88ef496f3774bc4a30f96a78e17cc70d1cfea071939bb835e98c1672,historical40000_lcmd,78,old_train,old_train,,2.8540639002079247,0.23292672649423096
79,1c501008fc60d533cdaee657f940382ad0020e4dee09729b60dfea9c66f6a947,historical40000_lcmd,79,old_train,old_train,,3.6177140806583914,0.388105498050173
80,cfa2176b67a829e703587bd76314cdf0d034d75f26cdbc8670cffd118543df39,historical40000_lcmd,80,old_train,old_train,,3.2629994087161283,0.6367484584193779
81,0b9a31365f63745a58e89dcc58f9850b0619bdaf4ed536c2f8ed12c49b878a47,historical40000_lcmd,81,old_train,old_train,,2.6126696703126875,0.48055244965963695
82,635895a3db76a7a668de303c6d8c66374e9039aedf7a74d149ffe00fa02d949d,historical40000_lcmd,82,old_train,old_train,,2.9852711314437514,0.47929414574365303
83,7e2228e1d6431f1872a302610d93d98b31f3215008f2d5469adc7569a59e63ce,historical40000_lcmd,83,old_train,old_train,,3.2702304262912416,0.3652415245533849
84,9eae60c825d0a2f11788ab58ccaeecbdbbf2d9965e089b92b481ad2477e67bd5,historical40000_lcmd,84,old_train,old_train,,3.1351116139881157,0.3468756621419593
85,61e00495abea417cceb5baa129012b00f2c51d2f5b7fc69634e9120facbf8173,historical40000_lcmd,85,old_train,old_train,,3.2065613390663734,0.4846238865305641
86,e87f689e43a1d82c6182955637879d11ba7d0cc852612f6d595dc8dceaebee0b,historical40000_lcmd,86,old_train,old_train,,3.3132569146875057,0.17900740287848205
87,754a434ede4a167cb36c6e4f3d7f9cadfc50fdff85868fb4e4f8695a0ab5b2ff,historical40000_lcmd,87,old_train,old_train,,3.3994486317289865,0.39805750766619186
88,489648d2b19051398c886e02e3da905b4a44fad3f5b2091c28f99348c54502de,historical40000_lcmd,88,old_train,old_train,,2.8455673626761944,0.566926613556078
89,e165b9f0b3b7ded3c7b886ddc4a629ca2ab4c5508ae12e12fc6f3680b8d63a47,historical40000_lcmd,89,old_train,old_train,,2.4653063514567872,0.3607773917932451
90,c2991fa16ba6b942a6df351e124edcd9e49daec7a60449ace12ee1127b7993a1,historical40000_lcmd,90,old_train,old_train,,3.5706710322826267,0.7336343922691286
91,33d905665c9e4528a2bf29e38ae48888c2096866823a17759ce72fa22377585a,historical40000_lcmd,91,old_train,old_train,,2.2476856801896203,0.49618573925201215
92,037190584372be1886629d3d979f1696337d9af1b50e1cc32e6ffa1758ac1d3d,historical40000_lcmd,92,old_train,old_train,,3.0937284227735566,0.47748438867075516
93,677608b519e3b58f2042a3d888c5eb2ea0572a1bb0508ac0fed67cf4d7712f0a,historical40000_lcmd,93,old_train,old_train,,2.5439443140935976,0.29678445458898217
94,4614e1a703b4aa99253af1c64149867608db1a3371c03bd23938676e84ac1c1a,historical40000_lcmd,94,old_train,old_train,,3.412651066365374,0.5952163140284434
95,9a57b11f2f570a874f8b409baadff7f6ced6acb99bfbdc743661345bc342afce,historical40000_lcmd,95,old_train,old_train,,3.303567760579565,0.457205234546993
96,19cb7be6538ad74d62340f003a1cbabbb43ed00e405d9b5c4c728d98ddffa649,historical40000_lcmd,96,old_train,old_train,,3.38673216710734,0.3464102356518741
97,90581c48359cc9455f83f4d7db0e1154c3636f6f12c86c4855a7932d4397260c,historical40000_lcmd,97,old_train,old_train,,3.0875022386015925,0.2494289159079992
98,fcf5322cd4877503b065a0f95b03c0cd2195a3f19d6ded15f4eeda58476e0de7,historical40000_lcmd,98,old_train,old_train,,3.00703448084753,0.29199622519204516
99,05ebb2311089871221e0840f35692b93fa872893597858a8336bc2cc397f3353,historical40000_lcmd,99,old_train,old_train,,3.3965930824351225,0.4176052398509018
100,587a223eaa5761f6e38e4c056e4d31a16a675322d3f555b6a45a685742f23fe8,historical40000_lcmd,100,old_train,old_train,,2.3178903258848225,0.32279804059903716
101,16e058099e1651db299672ab224c852514c5fafae91f6a661f9e45511fcf70e4,historical40000_lcmd,101,old_train,old_train,,2.9880125939106694,0.18873255426643887
102,0fbd56ac8d3992e64ca4285c06a5be9bc4fc05d3f9f85718e98d9523732043b3,historical40000_lcmd,102,old_train,old_train,,2.8842715304197095,0.8795802033600952
103,f40e527b25f75f1fc8f958399e1dfb51d033dc1f8d4612fe5ad7489cb95ac8aa,historical40000_lcmd,103,old_train,old_train,,3.346225222376153,0.3845403493937778
104,0d455e593a3b77a64829a581179a8746796e22d9ad6f236b93fa590c2dbdf5d0,historical40000_lcmd,104,old_train,old_train,,2.342057640400131,0.6050067042339018
105,dd7b3dd81848a76762f73ddfd2b5979a3f6441e863c0e0221076edc6ecd8ea43,historical40000_lcmd,105,old_train,old_train,,3.398310320687649,0.44428651136984776
106,625ecc2d10e35566b0e4978807298fffa9b8eb9c8c8603cf725617d2ab8885c5,historical40000_lcmd,106,old_train,old_train,,2.7823803988566205,0.42247900873700983
107,35f37156c85149cee9ac8ed387a49c5e0b7a600eb794cd5d56979d73d582e24c,historical40000_lcmd,107,old_train,old_train,,3.6601659898926306,0.229748661916092
108,c001d2639e1bba4754ba5c7cf9482985e50a861c43c91cbc54ce1256fda6ab5a,historical40000_lcmd,108,old_train,old_train,,3.4677791308561026,0.2932105388632853
109,6a931e5998ee95333f923f36f5a020070149e1dbab3b4ce1110ce77ddd3e0046,historical40000_lcmd,109,old_train,old_train,,3.289645552619961,0.5120732494731071
110,9cd9daeb4e9810b5eba5d45632e09fd3a4e8c0791ea33f6d359648cfc9432b2e,historical40000_lcmd,110,old_train,old_train,,2.868407901861905,0.4779274888684313
111,5311805b5abf5aa7962ba9690711c3bb39cfd0b7b411c576c5777dbcc81800e2,historical40000_lcmd,111,old_train,old_train,,3.2581621816127826,0.38108603499607696
112,0d785c7486acffea2c374376969c29a6932fc39f2d00d059cca8793ff28d6f3e,historical40000_lcmd,112,old_train,old_train,,3.156739390204052,0.1577786266863952
113,16c3a99b9973c53c45c19a00a2591b0e446965585680e948ebb6ae9506370f6d,historical40000_lcmd,113,old_train,old_train,,3.0118056531744606,0.24562905086297393
114,f5dcbc41a8a2f06deb51d058aaf37f2cbebc651285a54cf525f30e81fda9e666,historical40000_lcmd,114,old_train,old_train,,3.377362519018407,0.5005550055850319
115,f7c886ad1814e051f522b178e76edc34aa79e813802c742c831952942d000074,historical40000_lcmd,115,old_train,old_train,,3.5068789677344534,0.19673155461932224
116,9ac50a38736f3bf09b8de8bb6e30b5263f40a722d1212c139030fc6539c77fc5,historical40000_lcmd,116,old_train,old_train,,3.4048257817304957,0.23148196694945966
117,838a16e338b91c06208780ecdd8955ac353d6aa2eb4eb8c67f5157453d9af0ec,historical40000_lcmd,117,old_train,old_train,,2.8854815704045875,0.5588160845086789
118,f66980c00d6263b0d16a3617c0a3edb8b5beee63b030ad0d2917a39641dcd2f7,historical40000_lcmd,118,old_train,old_train,,3.549830368043516,0.24601657813992306
119,0a2dc1594429a1d16b9a64a65364890e2036068dbb4cc1f4d881bb56fe864355,historical40000_lcmd,119,old_train,old_train,,3.2062072910932855,0.4483249822338182
120,7f2b399306a5bf36c0fcfa6c7ef7520061136b71b11923964304ed039f5f5d2c,historical40000_lcmd,120,old_train,old_train,,3.4305327667131107,0.29082895083434934
121,220b1433a2f81ef36485e2a7883c9b47c57e0c7ca979ea9d69d47ba6511ba887,historical40000_lcmd,121,old_train,old_train,,3.456631671413455,0.249412219638673
122,56fcc9e57bb6a6a9e84bfeecacaad5690d44702c2503374b2754f01265747a4a,historical40000_lcmd,122,old_train,old_train,,3.5573917443338874,0.35917167915850223
123,64526666f72eaaa1a1992cfa50b74215538789242b3be36b6ee2852e73b39268,historical40000_lcmd,123,old_train,old_train,,3.0529100428936573,0.6753747133824501
124,2590e6cd489269d53b2140ae8160afc06c887946cc111ae3b66faf19b209b157,historical40000_lcmd,124,old_train,old_train,,2.4699251107782683,0.6678807977707302
125,9e0bfffd3450da9266de8dda5bb1092f01ebda069549374c8213f72eed598b04,historical40000_lcmd,125,old_train,old_train,,2.7065671838753205,0.49178075101013174
126,86e6413a47b32e0f018378093ad8b2ccaccdcfebf3db47d26e36b582886d61de,historical40000_lcmd,126,old_train,old_train,,3.074279122189903,0.17438676520725283
127,addfc397c702d8a5d7829bb45711a880d251218d2baa963f62a811f183ef9d97,historical40000_lcmd,127,old_train,old_train,,3.078519411407918,0.7082748376585108
128,32148bda59f9628506d7bd36a8723dbe2d71dba9f4c5bfd2dfd4e2592b52e691,historical40000_lcmd,128,old_train,old_train,,3.436723265498452,0.3929404322805752
129,7221bb311271cf5c773289ffd94001b386b7ea2ceece7c15a7f59538efe04b80,historical40000_lcmd,129,old_train,old_train,,2.832048656055882,0.5150162536694016
130,b8a4bc904883e461aa257b381ff31f1a8c7ecd7ace7fef21c9fbac4a80574c88,historical40000_lcmd,130,old_train,old_train,,3.261546691589101,0.306417798200886
131,7048dd140e75f7318e870d02e1b586a97ac00973f1a351492540ee29b51ef23e,historical40000_lcmd,131,old_train,old_train,,3.303533485823571,0.47648855220297426
132,7eb0dbffcd0a4bcbc21ba7a922b97263e2b876cb4778f98d8f4c7f11250cd97b,historical40000_lcmd,132,old_train,old_train,,3.5299337067356285,0.13518652159819
133,79ac0904803c0082ac2c810607c238867974b76022ad49a895c2d176bcb0c8ef,historical40000_lcmd,133,old_train,old_train,,3.1811792170760245,0.5317659696197659
134,a43f764026b2f0748316829a2d5f6d58d575b4aa2412a170abb1c9befd333a7d,historical40000_lcmd,134,old_train,old_train,,3.245215230654185,0.3696047094498853
135,45f27a156fab1cbb44fdbc7b0fc5d5b15f74fe8b75d0fae61bd70a4c7254f3b4,historical40000_lcmd,135,old_train,old_train,,3.1720536356714226,0.435583402866762
136,75455d5c077f5bf4aa987ea3387d18ea4679876a9a39ae0501051aaa8a94aa48,historical40000_lcmd,136,old_train,old_train,,3.385593520694433,0.18273548426424702
137,e4d486c8c4d7cd71ee298e30696f2c94014ea118ec405b2040dea9989ac161b2,historical40000_lcmd,137,old_train,old_train,,3.3910417445608516,0.3803426113096169
138,f831b4f2f44d52814b19750b41e0ba724d751e63a71a6a30ae1fd8ecd7353393,historical40000_lcmd,138,old_train,old_train,,3.070979448615427,0.4018500661903661
139,cf43015c72973bd73e208566e16069ed4c05e7566a69110783f057e129e8cf36,historical40000_lcmd,139,old_train,old_train,,2.5395772200847126,0.39199007490149285
140,28579d477b75d75470bfa37919dc787a7f7b45e25b7723ef45fb300ee305e682,historical40000_lcmd,140,old_train,old_train,,3.0705031381254027,0.45533807542246807
141,af2718b3dda1da3c64e5cc19c3415f6fab15294a8c48366b16d927211a1a06d9,historical40000_lcmd,141,old_train,old_train,,2.726049704688575,0.8459205985554918
142,637f188d5869bad30a7cb86cf93aacf263d8853f43b95ab75a6a316eb74a37d4,historical40000_lcmd,142,old_train,old_train,,2.7795365448781086,0.5264825938812772
143,495481896f4fbbd740d474686edafa9b5384d665da5a89d7b1db91919f16976c,historical40000_lcmd,143,old_train,old_train,,3.245722159446609,0.2772667808712779
144,73343961f0fe09f732f95655859c8501c647c610b795e694208e84227b652a7e,historical40000_lcmd,144,old_train,old_train,,2.9157088552350365,0.07287597916389288
145,5fb607724d47162625bb5f96f828bd58c39e26509ce55a823e45dfa292e84607,historical40000_lcmd,145,old_train,old_train,,3.109387118285546,0.6962957569797186
146,45a599b25d5c5d57cd29463933a0b3f73175a68375755014f0d1b30c75a7a9e3,historical40000_lcmd,146,old_train,old_train,,2.4735022192701694,0.18089967183409783
147,91dcc9188194d1d11d52aeac4209ebfe3e244fe954ca7a71da716944c14550a8,historical40000_lcmd,147,old_train,old_train,,2.8827872047065397,0.28064420327709305
148,7d92165a5496d2e3bedd05de18a906da08a3c5a82f14cebdcdafc7c47f5cb361,historical40000_lcmd,148,old_train,old_train,,3.160809274239819,0.34974516298951785
149,ad22d7b3e34c7a37cd741f0a9fe28f917bfcc2af8d52bb715b9e53843ce7504f,historical40000_lcmd,149,old_train,old_train,,3.126507861672478,0.42152275519789395
150,09242954ae436d5e14d301bf924292b07511f90625f881e5e2cae82250bbf522,historical40000_lcmd,150,old_train,old_train,,3.116020860065673,0.5284763584780139
151,222adf5aa87c693620f0caca721b39bdb06783a31e648ac3fc719932e9de62af,historical40000_lcmd,151,old_train,old_train,,3.225749106702656,0.2118773688664639
152,88a5743de9f8b90ce5beab5089fa8b6f008f9e7eb05fdfe959076afb68993b80,historical40000_lcmd,152,old_train,old_train,,3.4404577812905703,0.45734991213266296
153,2c9412c9c66be755f68642eb01ce9929f2da900561a1c994ba508cc2f853a6e9,historical40000_lcmd,153,old_train,old_train,,3.1047302188185775,0.29722641059514787
154,3c6158ffe2edb7a9cb2ea318584cb75c1680020dee456ed813b5addc6d0f786d,historical40000_lcmd,154,old_train,old_train,,3.147164402256179,0.6589108780551847
155,88cc5497e8f4a01993cc8fa3f1872e96f129f4e224a3a805a32648b1be486428,historical40000_lcmd,155,old_train,old_train,,3.3588387693450854,0.2234770651446163
156,241cec30d64a04700122d5a2672a45c389a6f4c22392bbe198ee8c270bd39412,historical40000_lcmd,156,old_train,old_train,,3.0729422545369496,0.20792860759717335
157,534faec371e608f20b599ef35a253e4e1ce8246e365de16a15ddeb1f2489451a,historical40000_lcmd,157,old_train,old_train,,2.8121670654564483,0.6983864191213849
158,c3e1595475706edd05b284d6a5f2fd2d6bf8ff3f59d21622efe63001134618ce,historical40000_lcmd,158,old_train,old_train,,3.3940509229363993,0.4900582594484648
159,fa4eeac9e5e0e41c1660a3cb5244d2984510b5989db5f9deacb7e1a4810a1d04,historical40000_lcmd,159,old_train,old_train,,3.148517977444334,0.36795868010797284
160,b596e9ef343e4048657d4bc03550f055cff21ed4970473e2c05ec19de1a770a8,historical40000_lcmd,160,old_train,old_train,,3.468443072339913,0.36361481127258033
161,aba12d8b48c5960b64cbe389a9b9c44a83d588e1d41ddce601981c4429840b23,historical40000_lcmd,161,old_train,old_train,,3.4110706380481504,0.272411178419421
162,a4e8f4d4732dbfbc46a52d52a98cbaf6880a3d5ed9737a8d3570e1733ef28674,historical40000_lcmd,162,old_train,old_train,,2.561256232501869,0.2372124676568883
163,20dd8b0e93771461bb0d7a4ccb5220f087a8735878529499e53e1fe429b2ee7d,historical40000_lcmd,163,old_train,old_train,,2.8861385625996885,0.5108546594799339
164,d53cb41149563527dc282660e4f56f7cc74715a7f150a25225aeba1ab3db4829,historical40000_lcmd,164,old_train,old_train,,3.0372290890670635,0.5180315948028311
165,af7920da71b8bfeb9adc04df2516527c4011c63fd3d1224eacc9ac3da6aabd8c,historical40000_lcmd,165,old_train,old_train,,3.30032009948899,0.15900335430218915
166,bac9e16434ae378034d34efb0f6847f2014c809197260048437877283ebfcd70,historical40000_lcmd,166,old_train,old_train,,3.5672211975494297,0.3312410846848861
