old_index,gene_id,bits,split_role
53394,3ca679c7185eea674d4958c087a3702e669fa78f98c58c9ad2af4d7ebfec9429,111011100101100001101010111001010111011111110101101110001110001000001110001100000011000011010111111010011100111101001110,old_train_anchor
55510,b43b9bbe47937b07b9a23c137220670459770e75a8b950f5741992250d640a85,111101010100111101111110001111111011100111110111100111101111011111111111111101111111111111111111111111011111101111111011,old_train_anchor
63615,22ca052188f62e4ffb690f3724d9d3316d7a3f2ad84d1321d764958b1bdf21da,111111011100100001100110001111011001100111110111101111111111111110101111111111111111111111011101110110101111010011101111,old_train_anchor
21849,eb3a15813c5d77ffebffa6a9f8b6c8022553d6d4dd4948f50fd9186ed59390ce,011110010110100101011011100000110001001110110111111111101111110000010011111111010111111011001101111100110010111111001001,old_train_anchor
17735,ba0c4748d5f12e9f33ced68b38e3bfe9ce45996dd6c136ebd9f0aafdeeca99d6,011010011100111010001110001111100100011111111111111110100111111110101111111011111100111111011111001110110011010001110110,old_train_anchor
43797,40e0147391072a2e8a902c9bed93f2cab93e641479eef5a817cd65f7f0120195,110101100101010101100110001111111001001110101110011111111111101001101111111101101000111111111101111110110111100101111010,old_train_anchor
62533,07423c9983de32ad4092cfe51effbc191710c7b2e7a45f98f3513ea5ce104b79,111111001101111011001110001101111001001111111101000111111111111101111111111101101001111110011101111011111111101101110110,old_train_anchor
49499,91cd0c213756ea2e146382b2023b06783b98977876ad02fd53de6bdffd9cff9b,111000010001010101110011101111101001011111111101101111110111110100111101111111111110111110011101111101100111010011110111,old_train_anchor
51468,d2c6756656c504e0ef385e0d9ea482c5373f9e2132a259d8f3b9c9742f6f77b4,111010010111010010001110001110001100011011110011010011110111110110101111111111111110101111011101111101100111010111100101,old_train_anchor
51108,87c7ad3f3a3854aa488c105ef8c156303115f0c4c697829d4b38565da8faf6ce,111010000101111010111111011111001001110111100111101011111101101110111110111101111110111111011101111011100011011011100101,old_train_anchor
38542,4a6fb3646eb95d399b07015d53ed62a530bbdc8c1e283ac11e7d1da73508466c,110010000101010101110011101111101001100111111111011111111110111100111111111111111110111111111100111011110010001100101110,old_train_anchor
61719,19f7589eadd2669b7c609216efb42dd767a40966977373041852f0a22db2b060,111110111101011111011110001011111001000110110111011111110101110111011111111101101011111110011101111111011011111100101001,old_train_anchor
24640,093ba2b1212330146732df5590d97d8b3ddf53223a4d7f96b531705bb6bc7fa0,100010010111010010001110001110001100011110011111100110110110111111110111111011101000111111011001110011111011101100101110,old_train_anchor
27598,aa86d51704291a3cd935bb5e42dc6d65e68c8f1cc87cf684b63f2cff83576707,100100011100111001010111001111111001000111111111010111110111110110101111011111111000111110011101111111011011111100101001,old_train_anchor
47220,83d2468d2ab775cc2a1cf70be89f0313b763ec57ea55be2a5c3bcca1182671a7,110110110101110011111111101111101001100111110111110111111111110111111100110011111110011111101101111111110011010100101101,old_train_anchor
1132,b18fcc6c0074a9be7eef6074ae6f22541b80b1aa63b5539bca1d115f7433424c,000100010110100001011111000111101100011111111100000111111111110110111111111111101001101111011111101110111011101101110110,old_train_anchor
26132,e9d6ce203deae8c40c42358395f98810da75415729764fc7a0c023c1e47bfde2,100010110101111001111111000111111100011111111101001111111110111111110111011111101000101111101101001110111001101000101101,old_train_anchor
5339,6082436fb4f718d22fdceee12472e0c9c04e2d1f79dd35b88067b04e93ad83d8,001100011101011010110001011101100111001110000101111101110010111011111111110000001110001011011100011001011010111100011011,old_train_anchor
49794,681d53a501b7ff64992c5414ee7e00db98b9080500d5982f56edd3578c979b13,111001001110001001101111111100001000111111111101011111110011101101111001111111111100001111111011001011010001000000001011,old_train_anchor
12225,8af6319b90af84b493304b1842e31c0ffc6d8aea49852c97a3b4ace4cc7ee146,010100111100010101111110011100001101100110000111011101111110101001111011110010111111001110111011001011010000010010001001,old_train_anchor
19744,0c142b3511e39e56ec1826de2cb4d9c4a4e54f19d74cf2949f5537549080a50a,011011100101010101110001000111111001111010011100111110111111110110110111111111111000111111101101101110110011011100101111,old_train_anchor
30548,6974f35a14d2e36054848a07c8dc52d897a4b9abbdb31c3ac407489fd1338fc5,101000001100101000100001110011111111100001110101111111111010001001001110110001111000000011011111100111011111000011010011,old_train_anchor
38037,5b6a0e23bbc6c2857c0c57b19f9128e66182bd9f4e530b86395a3aceb2433046,110000110000100101101110000000110000111010100111110111010011110011110010001100110101101110110101001110011001100111010010,old_train_anchor
17394,51c25290a8d848ac08fc0c3401c7013bbdb897c59b313a3effa4e28a06a41bcc,011010010110100001010111001111110011011111101101101101111111111100111111111101111000111111111101111111100111010011101101,old_train_anchor
44764,2a10232b8ee1c426ef90a009b70e34f6875f2100cc6cb207c4fd0638fecc29f4,110101110001000011110111001111101100011111110111111110110111110111101111111111111000111111111111010011111111010001101111,old_train_anchor
15824,5df268251781cb9e8f5f7cd3b683f0296c0bf70caf85656114f517df5aa16653,010111100101011101010111111111011001110111111100010111111111110110101111111111101001101111011101111111100111010011111010,old_train_anchor
32151,e6a74fe6136bc1a49940fba0ba995ce370ee45aa6467f3389e75df3132968e99,101010001110100001011011100011101001001110011101111110110001100001110111111111111000101111011111010111101111000100001111,old_train_anchor
27827,817e6cd0584c9ae317848452aef72bd84ab81e4a78ed93dccec57f4726a60511,100100100010000101011011100000110011101110000001011010111111101101111000101101111000111111100011110001011011000100101110,old_train_anchor
16709,b98674e07becdde6d113ddc6d9293bf86a30123f983f0ccc781e183410ab9a5f,011001001110100001001110000111101011111110011111010111110111110110101111111111111100111111011101111001111111000010100111,old_train_anchor
47047,0a2fd8b7424761d071e38155b9580bf3c960005c6eb129211ce41cd60f9a9b74,110110110101100101110011001111011001000011111110000111111111110110111111111101111100101111111011111111110111010001110101,old_train_anchor
47606,acd6a9e66cca20382ccdad48a0ab56ab4bc0e53db6fe16e070c38c59a5189404,110110110101111101011111000111011001110111101101101111110111111110111111111111111000111111110011001110110011101100110110,old_train_anchor
37136,6a8cf8e87e1b9cfbf1ca8ad874984565712e589d266d98037c4bc01e431c95f6,101111001100001010010001000111110011110111011001111110110011100001110111111101111011011110011111010111101111000100001111,old_train_anchor
1759,9114d871ea9ac53f7ae5efbbd6eefd1a74de923aac358cf6b93099e43836bf72,000101111001000101010001010101111011011111111101000111111100001101111111111110110110011111001100100110010001110011111101,old_train_anchor
37906,d30d8d4da611a9b1a81034bde2b15e5b4d96b8798fe8d5d744cfb890c06c5f42,110000011100111101010111011100111011111011111111111111110001101111111110111111011001111111011101111111100011101101110110,old_train_anchor
62637,3995fb7e408f0eb53dc36cc7349f9573c921da0f2ee82def11ad9912ae55b9d1,111111010100100001111110011111101100011111111110101111110011100111111110011111111010101111101101111011110011011100101101,old_train_anchor
18217,65e92b6022a7248c2dbb1ada1ee644f314484e23b7a60e5c027f5ff02d9055c9,011011010101000011110111100111110110001111111110000111111110111110111110111101111111111111101101110111100111010011101101,old_train_anchor
7764,bafd068f908c44ed8df93344924a69a8250c49f310e92a15e6738a6ff120b6b3,010000010111100011010110001111111001011111101110011111111111111110111101111111111110111111011011111110100111010001111111,old_train_anchor
18156,f11924d7afdd11c7c7f97d714171642459e15f89235a5b5c024aedf4b5fda4b4,011011001111010010000110010101100111000111111111111110110001101111111111101101101000101111101101101110110101000100101001,old_train_anchor
59873,7f746f6d88584b493a56d20c60344baeecd9c1c11b9b55ed75e30a5b97ae20a6,111110110101110011100111000111100000101111111001101100100111100111100101011111111110001111111111111001011011000101101111,old_train_anchor
5117,403acbf0211b1363023bc27a959ee04f8a77c51041de2c86269b3042b28a7fb3,001011100101011010001110001111110000111110110111111111111011100110100101101111101111000011101101101110111011010000101110,old_train_anchor
15836,8dee9f769748df4eceabc073fc7c65c091101a023aca6fb953440ebc38286bd5,010111100101011101011111000111011001110111101101101111110111110110111111111111111010101111101101111011110011010001111111,old_train_anchor
27151,12ac41adc12ba540b9e8523d7c8cf5915e1c73c025aec3d516fc51f0b676e222,100100001110111001010110011011011001111111111101011111111010110110110111111110111100111111011101111111110111010001101111,old_train_anchor
47402,b4ae04fedf53a40d2d527c54a72275a042f6008d108b440eff458b04df0f2777,110110110101111010011110100111110111011110011000101101111101111100111111111101111110111111011111111111101111010001011110,old_train_anchor
16052,02db87c5a9fdb2b6f43783fc223cdb423a021384bb8504453f4b8a5c6df175ad,010111100101110111110010011111101111001111111110001111111111110110101111111111101001101111101101111011111111000101001011,old_train_anchor
25416,1ca3aff6bb6d86b868d1cc44bfc978fcb26d9088a19a4b53f7e3fabdb30c3bce,100010011111000100100001110011100111000011010111111111111011100110100101111101111011101111011101010011111111010000011011,old_train_anchor
50730,3c9d52d158202b9e9b226a7e97598a4d5b34ed76af14452d371b2827dcac5fd9,111010000101010101110011101111101001100111110111111111111110111100111111111111111110111111011101111111010110010011111011,old_train_anchor
53520,7c162e8f55f82569e2e6593d21e4555e309fbaf562c750d5bb327f1ecbedf5ba,111011100101110001111110011111101100011110011010111110111111110110111111111101101001101111011101111111100011101100101101,old_train_anchor
61418,83969d6b9dea9c3cca12a73ea9cc66b48276f4b85992eaa721be3017c772dac7,111110111101000111101100000001011111000110000001111011101011111100111101111111001001011011011111011100110001110011010110,old_train_anchor
418,c2a7e70434d49b5215b7a0e521f2b2c6647b3733ffbb26bc30fe9a286d1130c6,000011101111101010101111111000110111011101101111011111111011000100001100111011111001100010001010110010000000100101110011,old_train_anchor
2033,ca215bf5f1cfa57f5c75bdfa161d9bad7dac890358321d2e772ccae6137bb339,000110010000010110111101101100110011111110011100000111111100001101111111110000000110111111011101111000000110001110100011,old_train_anchor
6078,ce82f83458834f29442c558db9e5794960e2b2844b5bf02a3789a6e1d49d55b3,001101111110001000111111110010010001001111110111111110110111110110111101101111101111001011011101101001100010000110110111,old_train_anchor
1273,7e5f843a613b4aa4fa9653575ac02d4a475271ee5a062500abc5133cf69af095,000100010110100001111110011111011001100011110100011111110111101110101111111101111100111111101101001001111111000001001011,old_train_anchor
49331,8f1d8a321b11142a5e80c27d033ab872698f58cc2785144e2cba05fd6f6a0b11,111000001100001010101100010100000110011110111111001100101110011100011101111000011100111000001010001111110101011001010100,old_train_anchor
44579,201807c1b64e3bf3a74fd8d677f4ad1b1f20729df14b2f4a19ad3424e35b8be9,110101110001000011100111000111111001111101001101101111111101110110111111111111101001101111011101111111100011101011101101,old_train_anchor
21718,3f4a5766bf947e7e7e5595e1326e6551fcb7d5bd1d3f83bf885d346ad1014065,011110010110010101111111000111101011000011110011011111110011100111111110011111111010101111101101111011110011011100101101,old_train_anchor
35290,f2466c210e47004c85ed3dbe7375e35efaf1fa739bd56822e283c41a8badc2a2,101100010101011001111111111110111101111111110111111011100111101110111111011111111111111111101101110011010011010011111011,old_train_anchor
54025,fa24921335be10cc178c8f2d37ef427578069f7d730a0c8ea8359df26569648d,111011100111010111100110011111111001110111111110111110111111111101111100011111111110111111011111010011111001000111111011,old_train_anchor
26856,4c8b9efb9062398cf94b00c6c99170d507e637d60e99c4e290bdb89a6d81cce6,100100001011000100100001110101111000011111111101001100111011110110110111111100111100001011111011001011011011101100101101,old_train_anchor
43380,0160715735016cc9a505878ab6d6ed5207e1098cc56606e20fb84c75103e9716,110101011101011011111001000111110011110111011001101100100111101101101000111011111111101101101101100111011111000011011010,old_train_anchor
43954,2eb0da79dcad50b3db03ea9a4372bf2e81a27cfea54c1deebde6f28915fd3026,110101100101100011100111100111111001100111111111101101111111110110111111111011111110111111111101110011111111010001101011,old_train_anchor
856,f4c725e0385f675d32ee540b9813e7325cbebcad0219c87dc7076cd7abe8210b,000100001100001010101110010101001110110000111111111111110100001101100011101101111111100010000010111000011111110001100101,old_train_anchor
64629,fa5ff51749fc77671102b5770252879193206cae9c37e7ecb79a2f33aa0b2f74,111111110101010111011110011111011001100111101111110111110111110110111111111101111111111111101101111011111111010001001101,old_train_anchor
42291,86976994403efa0e92b0333ab6764bc055d6b1f91bf0b0dc9ca539633c977105,110100011100111010011111111100001000011101111100110111111111100111101110011111111010011111111101010011111011101101110110,old_train_anchor
59914,51ee2027fd98a95a8aec7abd84d8f3e6df1c5a900a0da408f8cb6cbc3ea30fbe,111110110101110011110000001111111001111111111111000111111111101110101111111101111110001111101111110011111110100111100101,old_train_anchor
12267,63782c4041af9381a811c4fe9d5fe34ff64dedb933d6d8d3c4e6ecaa1523ce48,010100111101011010001001100011111001000110101101011110110001101111111111101101111011101111111100010111101110011100101010,old_train_anchor
15391,2fe27eccd5310a060b4b44d74fb11c7a3c522fb2dbb66bd377fa145cbae74139,010111100000011001110101001111111001111111111101001111111111100110111111101101111111111111111011111011111111101100111111,old_train_anchor
13453,c3e71671b5e34fa112dfd665913629b0d98ce63376e3d916598d970a20444616,010101110101110011110111000111011011111011111111111111111101100101110111111111111000111110101101000011111111001101100010,old_train_anchor
18123,ebe36228383e43bfdb05e6a89fc0c557f5f6650e5402c439a6eb8728bac6d00c,011011000101111010011111111111011001111111111111101001111011111111111111111101111111111111111011111011101111110001111111,old_train_anchor
34872,cb218dfe2623079ebd4b9f45732576848038e9440377b35e59456d25a976b63d,101011100101110001111110010111111001101011111101101111110111110110111111111101111111111110011101111111010011010101111011,old_train_anchor
56912,a1dd3a67b8461f297515750c1bbe23dec208e5b393a0c7e350fb97b11de43bd2,111110010110100011111110001010000111101110110111111110110111101110010111101111111111101111011101010110111011011000110111,old_train_anchor
55993,854fb06f58f31ca3bd21704059b79979e8f0e164e557a8ad6e0d9522784d5f2d,111110010000100011011111101111110100100111011001111111111011101111110111111110111000111101111100100111010011010001111011,old_train_anchor
24741,3a8b39cec85cabdde0ece2e5b718bc75add70aaa0ec25ea4e66f3f0ef6f3b475,100010011100111000010111101011110111000111110111010111110111100110110101101110111111101110111111111000111011010001110110,old_train_anchor
9440,307cba129ac277eba7516a67cebfe962c40d5ed1630110d09f7ba235d2ab09e7,010011111011111110111100010000010000000000010100110111110001101111111111010000011001111111110111011110100100001101110110,old_train_anchor
38316,0f1572f74e2828e2897b171e7cc7b0b692d10fc68992a7c3626c08c9b5eee815,110001100101010100000001101101110001111110011101011111111011101101110100011111011111111110011101111111010111010001100101,old_train_anchor
47122,5d089491b5acdbcb5343a5f5b52ea09fb7a24e45a4a7dd276f7fb7d8b2a0bdd3,110110110101110010000111000101110111011011111110011101111111111100111111111111101110111111111101111110110111110001111111,old_train_anchor
54528,e1adceef2d38b8a43bce545eb8334974387063fa0b562a2bf2790b21473a0d12,111100010100110001111110101111110110001111111110000111111111111110111111111101111110111110011011111110100111110001011111,old_train_anchor
12427,2616b6877f1f0c89e2bbc60c8ebd876172756080aab0e800d612de14cb617f12,010100111101011110001100110010111111100001110001111011111110111100111101111111001001011011011111011110100100110010011010,old_train_anchor
26044,cb8c91cdc0b536f5e2f3592ad0ad0124787a404b5170200554df4873d45ce95d,100010110101111001111111000111111001111111111111000111111111111110111000111011011110111111101101111011110011000000101011,old_train_anchor
47276,5d2fa3fdf067fd475f75b960d0b00a8d72611f76726f523388980941f5a34d96,110110110101110011111111111111011001110111111111101101111111101110111111111101111111111110011101111101100111010011101111,old_train_anchor
16459,ba862bbb5adc9527e38500c49b2d4227cee1cc5c39fb1854534694b503803557,011001001100100001101011100000110000110111011001101111111001110000010001111111011111101110110111001110110010110001101011,old_train_anchor
32508,bd065db4d9d09ef42280986c76679a1d791f8394861faae7b8d661d40501e41c,101010010001010101011111000111011001111111111101101111110111100110111111111111111111111111010101010100110011100001100110,old_train_anchor
64148,4d04f323bad144cfd23ad391791fdaa86cd0c7348c8ae9f67f56fd258f3cd2ab,111111100011000101110000011111101100010101111100101111111111111111111111111111111111101111101101001101101101110011101011,old_train_anchor
51832,8d713e691b2644334f566e629e4dc7b367fbd48b7fdbd54490941f0210ffe778,111010100101010101110001011111001100011110011011110111110001101101111111111111111110011111101101000011110011100001101101,old_train_anchor
13621,ea304515ca0c294c291d4c1ddc871ea11860000fa2391e57d5ad2cdf2c154fe2,010110001100101000001110010101111001100011001101011110110001101111101111101101111011101101111011001111100011010001100101,old_train_anchor
29244,bf99f6ad963385ed57592cd703edc39987d0e267b24d33ee579e00bd6bb8afb3,100110110100110101011111000111011001111111111101101111110111110110111111111111111000111111011101111110101111001101100110,old_train_anchor
39321,3461e21561eb6efb39197aebd03c81838fe30f864f490125a9b914dc78635128,110010010100111001010110000111010100010111011111101111110111110110111110111111111001111111101101110011111111101100111111,old_train_anchor
24144,74f97c183a5bd33c4367cf7c296eb680fd5400d36ecbde081a223768112ee2b2,100010010100111001010110000011101000111111101111010110110111111110011101101111111110111111011101100111010011010001111011,old_train_anchor
44700,cd89b9a2fe283753d384cf45f3d163e341333c1c28df97d684423a11c0b69645,110101110001000011110111000111011011111110111111101111110111110111111011111100111110001111101111110111100011010001111101,old_train_anchor
30576,59c56bfa97506dd6c54343817b3bb691cce1e126999d5d0756389189cf5185f4,101000001100110010000100000111110011110111000111010010000001110100010101101011100111101110111011011001110111011000111010,old_train_anchor
58059,66df345b3e5d80e19b19407eeae5e209818d56b30e94e55078d828d9dc9c60ca,111110110100000101010111001111111001010111110111101111110111110110101111111011111110111111111001111111110011010111100101,old_train_anchor
37783,e75d9ecb3f7b487e4c660f7fd0c6b1bd8548d774cb9c2c4411ea08c6fa4de455,110000010001000011100111000101111001101110011011101111111111111110111111111111110000111111011101111110101111001101110101,old_train_anchor
40433,035afe3247338699a72e100f4ab9a1b80f9678bd3482195957235aa407d72cbf,110011010011100010011000010001000111001010000000111001111111100001101011111100111100001111100001011100011101000111111011,old_train_anchor
26264,ff7740d783e37a7678d6b3bb009cfba2d28b8397499b56ce25b986f6d7b6e896,100010110101111101111111111111101001100011110100000101110111110001110111110001111000001111011111010011111001100111100101,old_train_anchor
52903,6f5c1c82402b5bfe8b3d5aa8662dd36fad706f9741781b829529aa57da0fbb91,111010111001001000110010100000001110100101110000111101111100100101100011101101111100101100101110101001001010111000011100,old_train_anchor
992,d3c278d0a41a8a242e7616c39941936138e8cecc683e5bcaf766dabc033c0087,000100001111010010000000011101011000111110000101111101110011100001011101011101111110000011011100011001011011111100101101,old_train_anchor
10531,7a0d66baed87ba7ecdbb2d792e8491041abec0b04143b096a205974d26b9e157,010100010101110011100110011111101000111111110111101110110111110110111101111011111010111110111111011111100111011101111011,old_train_anchor
3056,0792c526f1770f721e3c82728d317b11b9d5b0eead3585344f6be37fef1d3f3b,000111001110111010001010101111011011101111111111111110111111100110111000111001111111011110111100010011101111001101110110,old_train_anchor
34175,2df40503245ed61754ebdce34a79ff604666aac76e94a24b0ebd1bd7d31c9b0b,101011011101110101010001110000011010111111111010111011110001111101100010011100111110111111011111111110010010111100000011,old_train_anchor
54246,11609316d10f0cf2a92fde237d95939fdc1ffd4c7992d70657d075490374d32c,111011110110100001011111101111101110011111111101001111110111110110001111111111111000111111111011111110101111001101110101,old_train_anchor
24673,198050dd63a72f97931d6b109c85bc33f58500e59565eef6f3d191b881ca9fb3,100010011001110101111111110010010001001111110111111110110111110110111111101011100111101110101100111100110010111100111000,old_train_anchor
12816,55795ae8a31547fbc786f246e1117210044445a57226102e4f026e91154e08e7,010101011100110101100001110011111111000110101010101000111111111110110111010100001110011011011100011001011011111100101110,old_train_anchor
2546,f361bf0e88ef9229b054bb8bcb415bd7a4d1c9645cf0aad36b1529d026354d8e,000110011100111010001110111111110000100001110001111011111110100111110101011101111000101111011101010011110011101110110101,old_train_anchor
43169,faed08bd752794c37d815a9e2e6ca07e4e6f238d6401780dc6d8db9e6edd02b7,110101001110011001010001010100000111111010011011110111101011100011100011101101111111100011011111011100110101110011100001,old_train_anchor
46179,6c55b9ca5eeb27026c02ea3dc063e9da0ef43b272081061df3f6cfc56b039546,110110011100111010001110001011011011000011011011101111111111111110101111111111111110111111101101111011111011010010101110,old_train_anchor
57549,b322f80a202242e971ec8aa9890169ad144cfc116857cb5fa80c8ab110aca189,111110100101111101110101001111111001011110010111100111111111101111101111111101111110111111011111111011110111110100111111,old_train_anchor
38206,aac32cf40e930e76e4607d954e671e5f4df0da60db546ca740d82d5dd1691bc0,110001001110001001011110001111101100111111111100111110111111110110110111111101111111111110101101000011111111110011101011,old_train_anchor
13666,12e62df9af96395448402cb4f450897a1dc515a2a940fb1772da19399316a8b2,010110001110010001010110000011000001111001111111110111111111000111100000100100101010011111001101000011110100001000101011,old_train_anchor
24572,2d44df5fd3f3f3e19287381c8ad81ccaf5235f430ffacc5660c2b7bb9dd77906,100010010110100001011111101111111101011111111101001111111111100111011101111011111000111110011101101110100011101100101101,old_train_anchor
4969,41cae9b6678a12817a9c43bb24fc7d5fde8ab9cb58abd9812b4c5b91323c5181,001010111100111001110110011111100111111010000001111111110111101111110000111011111000101111011101111111100011101100101101,old_train_anchor
49411,dbccc2bb434b059f681b8a0b316051f9a2b68d8311abd45a9e67a2083fbd400e,111000010000100101111110011111101100011111111110101111110011100111101111111101101001101101010101111011111011010011101011,old_train_anchor
60341,d8d2f5a1a3a6f6779fefb008023086001456c97404b1b60047a6f6a5824440c0,111110110101111001110111001111011001100111101111100111111110111100111111111111111010111011111100110011111111010001110101,old_train_anchor
57381,c2874e941afd6c204868e2539b53397238b5fff0a028d19d1135a8684e0a3be1,111110100100111101100111001110111001100101100111101111110101101110111110111101111110111111111111111011111111100101111001,old_train_anchor
10183,1c0e3e170409e7627be5b1525173f35e9fc0928094b32752a987ba9572e5bb7c,010100010000100101011111101111111001011011011001111110110111110011110111111111111000111011011011001111111111000000101111,old_train_anchor
26903,7a6221c0fec630fc7c6b9c971a50bf734fdf118d3b717eed0b6b2a21d0e4bed1,100100001100001010000101000111110011101111110111110111110101111111111100111101111111111010111100111111011011111100101001,old_train_anchor
34759,394153b417c65dc44ef0d9110a3e26267b1c911acb36cc54cfb1db9b3d102570,101011100101100001110111111111011010111110111110111111111111101001101111111111111110111111111101111011111111101100101101,old_train_anchor
58807,7aa73a0050e523b421d62c63d54ff1fdabc53751fcb531d867e50aeb660209e2,111110110101100011111111111100001000111111111110101111111110111110111111111111111000111111011101110110101111010001111011,old_train_anchor
47961,7775e9567bdd6166aa0395bb0557229b6eda968297e9e76c29ab595a06f7e157,110110110101111101111111000111011001110111101111101101111101111100111111111101111111111100011111111011111111101100111110,old_train_anchor
38624,7debd541091c8e1673ea55d7c2d7baecf83d5c88df63013630c036104b743a79,110010000111011101010110011111101100010111111101001111111111110110101111111111011110111111011001111111111111001100101101,old_train_anchor
8425,52000e7c286c0ff06e6a78316c20d57ad483872918a9cce534ce19bbf8c1260d,010001011101000101011111000111001100011111111101100101111101101110011101101101111111111111111011111011111111101100111111,old_train_anchor
484,4f4955082683ec34f60e13d55d2a5eb54f22c1c3315bfb853c71ad9180709297,000100001000011010010000011101110001111001110111111110111111100001100101100101101011001110011101010011111100111101101010,old_train_anchor
31290,98a16e400c228f210effe76562ee92049231dd9d0462a6f11480cc783da42b66,101000010110101000010111101111011100000110011101000111111111100110110111111101101011101001001111001110011101011111100101,old_train_anchor
61374,1d58585be8764f675a924fa91146c32e886043a119b215d5fadc4dbf9cb97d91,111110111101000111001110101111111001100111100010101000111111110110110111101100111110011101101111011001011011111100100101,old_train_anchor
2968,9b7c2fefed034589bc3ecdee8c7caad5d65cc6f4e393f12e0754b3b5de768cba,000111001110010001110110011110011010111111110100010111110110111111110100110100111110111111011101111111010001110011101110,old_train_anchor
53067,54da611a6000a7d358fb1b7b4ce1477052e9cf642355b05436bfc43b10e9dcc4,111011011101101010000111100101111001111101011101101010111110111111110100010011111100111111011111010011111111010001111011,old_train_anchor
45761,b9fff6bc181c17427927ff43f474f60e870b31de2b9bfe5e2e096cf680819228,110101110110100101111110101111110110001111111110010111111111110101111111111101111110111111111111111011101111110001111111,old_train_anchor
23204,b770776f781db428c4e01d321cf2b8085d5936fbff98b9469c4451fff270c438,100000010110100001011110100110000100100111011001111111111011101111110101110011111010001111111111000011011001111100101001,old_train_anchor
6626,574b80e5b047e5540c31720548b1d83f6cb48bb34f1a97a0886fc8806a3e861d,001110110100011001110101000111001001111111111111111111111111101110101011111111101111101111001101111111110011010001111110,old_train_anchor
12673,5bfab8b339459043baf06bab191784acba07554514c8e8caf75d5e80e3f902fe,010100111110011010101100000010010001100011001101011111110000111111011101011011101111001111011101010011111100011110011101,old_train_anchor
43217,055133a412e3340617c0168cc8cd1ddaea3a52a31d9709abe57cef54a7a1ad01,110101010100100101000100011110011010111111110100010111110110111111110101111111011101011101111111100100010100101001100100,old_train_anchor
13458,f2eb8a7a49123238a0b651e5534ec0dbc52687fedcefed33f4c8708bfbda18d4,010101110101110011111111011101011011000011111111111111111011101101010001111011111111011111111011001111011111000000100110,old_train_anchor
