gene_id,bits,source,family_id,split_role,generator_parameters,seed,parent_old_index,parameter_regime,selection_method,selection_rank,selection_distance_squared,display_region_id,experiment_groups,magnet_cells,raw_bits,raw_gene_id,repair_changed_cells,repair_passes
93434ba59ce4051fac0e21b55f1d0137b5480193a9250d0951b284df92be048b,000010010010110010000011000000100000100000010000100000000100100011110101000000000000000000000100000010100110010001000010,U,U/pool/field_00028/attempt_0/params_6b96b8153ecc314f,candidate_train,"{""attempt"": 0, ""m"": 32}",13349480423077743689,,same_range,,,,,,28,000010010010110010000011000000101000100001010000100000000100100011110101000000000000000001010100000010100110010001000010,5efa5eb5cf4e2bb87e0418e44ad5ef8c0e9c6ac6925fd34e68b266695888890e,4,1
0842790087c983cde72fc5d92fb492634b62a21f994bfc6f858b6838bee671bd,000010000001000010001110010110010001001111010111010000111010110111001100001011010111111111111111111001111100111110000000,U,U/pool/field_00029/attempt_0/params_e7fa2bf8dd63b873,candidate_train,"{""attempt"": 0, ""m"": 62}",13349480423077743689,,same_range,,,,,,63,000010001001000010001110010110010001001111010111010000111010110111001100001011010110111111111111111001011100111110000000,dfb94156b69b851b2713ca2123b3b8bada69ef4cf877d69d0a16d16c8a068180,3,1
e19053b094ff4d2d3ad8cba9845c3d737cc5dad0f57a59071fe361cfe961861e,000000000000000011000000000110010100001001100010010000100000000000000000000110000000010000001000000110000000000000000000,U,U/pool/field_00030/attempt_0/params_b9db88eba4540ec9,candidate_train,"{""attempt"": 0, ""m"": 21}",13349480423077743689,,same_range,,,,,,18,000000000000000011100000000110010100001001100010010000100000000010000000000110000000010000001000000110000000000000100000,e1bee4fe12054f05b7f0e5c279d4cbdb70db0ff9939cd0ba809d2e4bc9f81949,3,1
307a67e3b322c2402a8dae49c5894b87834dfef86e15d766f7f76ccf7dca51d1,001111000010000110001100101101100011010011011111000011011101000000100101101111011001000110000001010101010101010111100001,U,U/pool/field_00031/attempt_0/params_c785c7940b6df86b,candidate_train,"{""attempt"": 0, ""m"": 56}",13349480423077743689,,same_range,,,,,,56,101111000010000110001100101101100011010011011110000011011101000000100101101111011001000110000001010101010101010111100001,98faf3257ee86a12156d816767c7856564b01d05bce95c23038d0b2d1168dad5,2,1
68f6fd29cc71f9328cb14a2486f2ba56eba4b139877eed33befff77c4108ff57,000101001010001001010001000010000010001110011011100000011101001001110001110010001101000001111010100011110100000000011000,U,U/pool/field_00032/attempt_0/params_9d061dd6086ef63c,candidate_train,"{""attempt"": 0, ""m"": 47}",13349480423077743689,,same_range,,,,,,46,100101001010001001010001000010000010001110011011100000011101001001110001110010001101000001111010100011110100000000011000,04798198c4a56dcaee71df781b4dc29d2b759e91a64ca408918708fdaa2cc097,1,1
c96a07eb72eac692cab871cbc93e1c45159f1c866b5e692a1c96c139d59f8977,001010010001100010000001010001001110011011001010000000110100010111001001011011100110010010111101110110110000100111111011,U,U/pool/field_00033/attempt_0/params_7d1999e7c546ac79,candidate_train,"{""attempt"": 0, ""m"": 54}",13349480423077743689,,same_range,,,,,,56,001010010001100010000001010001001110011011001010000000110100010111001001011011100110010010111101010110110000100111111010,f4a67a205f2499bec38e3171c67b31eb38d27baa07e336ac4d3a7160d0089967,2,1
89c73ee6e7326fe9701278cc336af0ed6a38bb4c715fcccb6e65788881c1b5f2,110011100011010000100001101011011111001001000000111011001110000001110001111111111100111100101111010100000101101101100000,U,U/pool/field_00034/attempt_0/params_028c17449d631d32,candidate_train,"{""attempt"": 0, ""m"": 59}",13349480423077743689,,same_range,,,,,,61,110011100011010000100001101011011111001001000000111011001110000001110001011111110100111100101111010100000101101101100000,09c8fe4edcd129673c9b672091c2c62c3f877bdf769496a61e6106d41fe79d29,2,1
0b56aae41028b9d96e333cbb026f35640f47dc42355d93e70fc0c358b0ad8aec,000000000000000001000001001000100100101000000011010111100111000001000001100001100001010000000000100010110101111001110100,U,U/pool/field_00035/attempt_0/params_2e28dca59a3d7645,candidate_train,"{""attempt"": 0, ""m"": 40}",13349480423077743689,,same_range,,,,,,37,010000000000010001000001001000100100101000000011010111100111000001000001100101100001010100000000100010110101011001110100,a5c81102a947588b39ddfa412633966d3fe9f8885d62b0bcfb36ae9b4786d076,5,1
e38a15d083f04dd03b1d8c94107d003eb33a524c75da5094196e17929e1bacc6,101010100101011111111101100110101101111111110011110111101111101111111111101111011111100011011000111011011011011111111111,U,U/pool/field_00036/attempt_0/params_c39a764af0a10bfe,candidate_train,"{""attempt"": 0, ""m"": 85}",13349480423077743689,,same_range,,,,,,89,101010100101011111111101100110101101111111110010110111101111101111111011101111011111100011011000111011011011011111110101,36d45507bd199e7463c2ad3b7f500ab9d2e2d847906086538bf1c2cb401ac798,4,1
cd76a55d1279c4ec38d0a4df89c6e74af8908354ac8581a0c8bf2361ab368460,111111111111111111111110111110111111111111100111111111111111111111111111111111111111111111101111110111111111011111011111,U,U/pool/field_00037/attempt_0/params_4b7b181bc60f0379,candidate_train,"{""attempt"": 0, ""m"": 106}",13349480423077743689,,same_range,,,,,,112,111111111101111111111110111010011111111111100111111111111111111111111111111011111110111111101111110111111110011111011111,2df1c51f24ff6bd944fbc26dec91d10d1cdfe15199ade7ea7b3c662ab73aa567,6,1
ff44a726f550241dba3fbd00db2acbc6bf7ac6490c3e6557aa3b1fa7a2a8eef2,000000000000110000000000000000000001000001000110001000000000000000000000000000000000000000000000000000000100000100000000,U,U/pool/field_00038/attempt_0/params_1e439a4990f1bf3f,candidate_train,"{""attempt"": 0, ""m"": 16}",13349480423077743689,,same_range,,,,,,9,100000000000110000000000000000000001000001000110001000000000100000001000000001010000000000000000010000000100000100000001,7bee9cb81de9560b2437270c9e3186ae144e998c673ddcceddf1b3ab1f1a7759,7,1
9b05a060ec8a9d3e37bf529af2c8dd897901f6cdc5ac08dd89289c7368a9ad1b,000001001101111011111111101100101101011101100101111100111010111100101011011010011101001111110101111011010011001011111111,U,U/pool/field_00039/attempt_0/params_14e974f4f5a3d8c2,candidate_train,"{""attempt"": 0, ""m"": 77}",13349480423077743689,,same_range,,,,,,77,100001001101111011111111101100101101011101100101111100011010111100101011011010011101001111110101111011010011001011111111,7302eeea0f1bc9563de927d342fc30899bfe19bf86350dd5793850dc71257a29,2,1
bf0ec97307ffe5a5301a2842c50aae5401b354d9ea20149bbae424a4d2588a7e,111011111011111110110010111111110101101010010001110000101110011010111011110110111100100110111111111111111111111111110011,U,U/pool/field_00040/attempt_0/params_5305fb27d6aa6254,candidate_train,"{""attempt"": 0, ""m"": 83}",13349480423077743689,,same_range,,,,,,86,111011111011111110110010111111110101101010010001110000101110011010111011110110111100100110111111110111011101111111110011,ae1b393e05c0683f144b63578d0c9d3c0eec2af2edb1f1d19441d82490fd267a,3,1
5f6d28efb18308d8cbbc5b21a628e1d2e020b1b5425d6ce5fb9a6633ab230548,110011111101111110011111010100100001111111111001111011111111111110111101111111111111100111101111011011111001111110111000,U,U/pool/field_00041/attempt_0/params_c39a764af0a10bfe,candidate_train,"{""attempt"": 0, ""m"": 85}",13349480423077743689,,same_range,,,,,,91,110011111101111110011111010100100001111111111001011011111111011110111101011111111110100111101110011011111001111110101000,b7e5b9c77618238af8e9310230feed8b04f7d53655a39e76632ee6c943af9f1a,6,1
b045fe8491db056f57ce49b0b1b6a62ef13b8480cadb18905525aefb01b54b3e,101111100011111101101000100100101001100101011101111110111010110011111011111111111000000000100111010100101101100101111010,U,U/pool/field_00042/attempt_0/params_86e2db6797199a72,candidate_train,"{""attempt"": 0, ""m"": 70}",13349480423077743689,,same_range,,,,,,71,101111100011111101101000100100101001100101011101111110111010010011111011111111111000000000100111010100101101100101111010,d3406f49155cf97f83e4898500b7cac676bb26fab469498a475311d88f2e0be9,1,1
d7a5bf7b7766c3b2c90284febc47b84040d5a728e071da2648666db029f3ce7d,111111111111111111111111111110111110111110111111111111100111111111111111111111111111111111111111111111111111111111111111,U,U/pool/field_00043/attempt_0/params_4ebcfa6945c2fe37,candidate_train,"{""attempt"": 0, ""m"": 108}",13349480423077743689,,same_range,,,,,,115,111111111011111111110111111110111110111110101111111101100111111111111111111101101111111111111110111111111111111111111111,9a5775affd776675efeb098c150cea2ca1363da49ad64496d8e935853354ec90,7,1
1c742e75d5dabbd6b2394d86191e3a7c6e9714390393f9c53449e7407fdbfcf1,101001110111111111001001001001111111111111110111001011110111101011110010111001110101110111111001110111011001011010010101,U,U/pool/field_00044/attempt_0/params_fa3f574cbab8d9bb,candidate_train,"{""attempt"": 0, ""m"": 79}",13349480423077743689,,same_range,,,,,,81,101001110111111111001001001001111111011111110111001011110111101011110010111001010101110111111001110111011001011010010101,5976c7f93bf5e9a69643d5e2dbd34f15f1db4c0324d8bd27ccf1c6cdb7789bbc,2,1
c87ba6b73e597383625095db6b9334d2e7cb6efce3adb11db78534b4ab79cf21,111111111111110110111001111111111011100110111001111001101101101111001111110111111100111101110011111111011111101111010111,U,U/pool/field_00045/attempt_0/params_bfeb4b4342dde20f,candidate_train,"{""attempt"": 0, ""m"": 89}",13349480423077743689,,same_range,,,,,,93,011011111111110110111001111111111011100110111001111001101101101111001110110111111100111101110011111110011111101111010111,7877e1c77525565af6c0c61dcf1d3f8815147e8c7ebdefed2fdd5299ce132498,4,1
dbcdd910804d36193847a6a9fe9e512ff957973848d43768eb77c0456599c82a,111111111111111001111111110110110100111111111111110011011110011101011111111111001111111111111111111111111111111111111111,U,U/pool/field_00046/attempt_0/params_00a7c8e9fe5f0c7b,candidate_train,"{""attempt"": 0, ""m"": 95}",13349480423077743689,,same_range,,,,,,104,101111111111111001111111110110110100111111111111110011011110011101011111111111001011111111101010111111111010111111010111,e92aa86f61a0749b1fb6225a1fa6104f38c6d4f4540ede883627cecfddfac5c3,9,1
125a80e9b067d34b0b4391556257c7cf9086c2ad6549b2075faa63fee1f914cc,000000111000110000111111010010011100111000101011000100101010101110001101001100000111000011111000001000011000000110000100,U,U/pool/field_00047/attempt_0/params_0d2bfd4f627fb2c1,candidate_train,"{""attempt"": 0, ""m"": 51}",13349480423077743689,,same_range,,,,,,50,000000111010010000111111010010011100111000101011000100101010101110001101001100000111000011111000001010011000000110000100,1ab98658b2a91d018b65b0377fa54e4b667ab88d623a0607af2861ca795a629f,3,1
39f79524202036bedae1a269b9bcf08911aa2423303c3c2803b61d15d57468f3,000000000000000000000000100100010010000000000001000001000000000000000000000000000000000000000000000000000000001000001000,U,U/pool/field_00048/attempt_0/params_913fa00f305695af,candidate_train,"{""attempt"": 0, ""m"": 13}",13349480423077743689,,same_range,,,,,,8,000000000000000000000000100100010010000000010001000101000000000100000000000000000100000000000100000000000000001000001000,47368ebd964834fa4bade58c110f9947f2ac3f5fb33d49adcbef04b8b99168b1,5,1
c0693db88831787450bbc06c87dcc4930aac805572a5bdb58d870de31700a000,001111111011101011001011110111111100111101111101011110001111111111101111110111001110111110111111111001111101111111111111,U,U/pool/field_00049/attempt_0/params_8dadb1d344375bd6,candidate_train,"{""attempt"": 0, ""m"": 90}",13349480423077743689,,same_range,,,,,,94,001111111011101010001011110111111100011101111101011110001111111101101111110111001110111110111111011001111101111111111111,84b67d26953af477053a360a3eecfe38aba165ad9064a03be47f84277fa8b304,4,1
a4099567d5d309ed22629d0cde177ad822769b5a76e55cdd009c22391403d82e,110111100111110011110101101000001100000111011101010001110001100001011000001111010010011010111000010011011111100111011111,U,U/pool/field_00050/attempt_0/params_3b9a9ec48ca2298f,candidate_train,"{""attempt"": 0, ""m"": 64}",13349480423077743689,,same_range,,,,,,66,110110100111110011110101101000001100000111011101010001110001100001011000001111010010011010111000010011011111100111011101,246d9ebe8e72816e6c5b4281eb359ebe66330be36d63aee7a9aa3521a4669d70,2,1
b82f8df25e60cb6f799e6cd4eb598e04b614a8b01eb9ef0016091ebe9fd75ba1,010000001000101010010101010010000001011000010100110000000000000111100001110110101101110010011010011000001010010100100111,U,U/pool/field_00051/attempt_0/params_9d061dd6086ef63c,candidate_train,"{""attempt"": 0, ""m"": 47}",13349480423077743689,,same_range,,,,,,46,010000001000101010010101010010000001011000010101110000000000000111100001110110101101110010011010011000001010010100100111,973adafb6b764f4fcaac97f5479445538adc1291fc9c874397616a5d0adaf08c,1,1
588783354cbd6b32e143faf80758973a5b20bbc8fa43833e80175ceb8138e398,111111111111111111101111010111111111111111111111111111011111011111111111111111111111111111111111111111111111111111111111,U,U/pool/field_00052/attempt_0/params_4b7b181bc60f0379,candidate_train,"{""attempt"": 0, ""m"": 106}",13349480423077743689,,same_range,,,,,,115,111111111111111111101111010110111111111110101111111111011111011101111111111011011111110101111111111111111111111111110111,7f2776e130e27d08b362df1c170beb88c91523eab0c5eaee6f27fe3a36d34686,9,1
0bec257af410aae9aa823dbb6fe2f496151c2e165641aa92ed46e56d62a66499,111111001111111111101001011101101110011111111111111001110011011110010001111101101101101111010111010111011111111111110001,U,U/pool/field_00053/attempt_0/params_fe4aa3cbd43d1f03,candidate_train,"{""attempt"": 0, ""m"": 87}",13349480423077743689,,same_range,,,,,,88,111111001111111111101001011101101110011111111111111001110011011110010001111101101101101111010101010111011111111111110001,0e2bff14cb4a98174995154260fc2230c3bdf9cc266976d2fb82e38b05c5c6cf,1,1
bbd9f145d7813c89ffe4c3f01509bf3b979a7c2be1cb1390785cfe82a49e5322,111111111111111101010001011011110111111111111111111111111111111000111111111111111111111111011010011101111111111101111110,U,U/pool/field_00054/attempt_0/params_07e54765eb68ee20,candidate_train,"{""attempt"": 0, ""m"": 98}",13349480423077743689,,same_range,,,,,,102,010111111111111101010001011011110111111111111111111111111111111000111111111110111111111111011010011101111111110101111110,ca3714b3524c871cdb512f8eaf49f8ef6a67c2d3f0db1312952f2dd3dabefa0d,4,1
