gene_id,reference_index
e9da18eb4d79cec0ed38485559861eeb0daa1413c3fef46e6b06d218ee27cba6,49771
fe403ea05fb8c29811b9aabbf365bc35fb9fcf4b904df50a8756fbb40bc9737c,54143
a75721d54352390bea0f021eeaef60260707a789a2a05c3a631e0ea6d427dfad,35670
5809312031fd19d848f1c860c3310f4d2e21153e7553362b27b3c8bb40756dc4,18889
a284ec0fba2008e508d6d77ec25c8f08be3cbc9f33eef7382a650dde00ffe21a,34606
c984d46b5794121ed83dee8432bb409dc2cc0db429742fea928e6a38e8f1f5d4,42953
eb68aa48c40513fb9b667f0d47d776e6037d8ab57e634e61a20692f89e8c7b66,50135
0521c94b3233206c220b21d282d20a6aa52874578b96086d7a05444a94e4a24b,1136
52077a6682b76cae2d9a9277817efc489bff981715f414bbe1791bd2296c4975,17644
236c7edfd3669ace9c09dfee26a8b7869c2e038960fa6333491c0fe2bb4c9aa2,7658
5f26275724d3ff93b9ef7f16b5996334fd688933e27e08e566df8d6f173120d1,20388
bf45b7b27bfff75f324e1819a69e6e43afc41e21c69e3fda63eecaf48087fc25,40768
0dd3ffd02ef41b9332a50957eb7d5c9712934dd293163e3fdd5503f19e63dc35,3028
67e4cf2d9d7f65df6ba852031b774b2a59f2a5104d9219f23f3a4806506a548f,22188
2b40c6c0a7ebfc09c72d35c016d6dc18af702b23649eba32a2adecc716ebeae4,9345
4b70298ddceac251485ee742d2606e3388fe2a9b03c197189c6c9b2638b21417,16265
1df3ab295fbf15920da8c9454dff2089a1b8f36fcafd2eb3d23594210e736779,6501
f7178e13df51746a4cf9459a5eb8727e71c26f7aff7b599da3976fc5db226c88,52640
7737fc13dbedff0105a5aac7736509b23f237e252a7e3717226d9bb60e98a6ec,25579
2306e6608ebd143b53b3b35839e4fe8df6df0cfb3b74e481c151de53aab07f3d,7577
c8a11774834a0e17880380e4b2300cde30bdcb22f54c62fe01aaa636a2ee9fd9,42763
5bfab8b339459043baf06bab191784acba07554514c8e8caf75d5e80e3f902fe,19744
80787daf412c8c6fe85946e570ce5fd69b3ee8a878bda72251b2fde6da41eff0,27512
2862dce4903c20e8939f65c5ad1067f839f5f5d09e14aee42cd020fd6901596d,8691
4cef1d52f965fd69e79ba719d6402bfa94151642f4e698a852c890190e5d6df9,16569
3634f43b0ddd511ba14bd9b311b4f43cd4b5ce7e38e85412b21d2202a57bca72,11696
c0f90e0dabfeeebbb16d0e9a4aaa873ddb54a6e55ba791c8c6cb07bb68c9d302,41128
2d9262594c1845699e61d66f16f931658c6aac9c248d094461216006857c6be3,9873
fe19e86733658d6928a888b40206bb06040a2c63d1b06ce0eb9a525082bc3e73,54099
5ba971be17ec7a39dcdc24bdf100995431ef6d65f8f88ee4c40ba468e18827ca,19664
fd615136fd730d7de93cf05609403cb9f9499a921656f731b825285d52fee058,53960
cb0505b55f2beae4eb686c6325b696a8dc625724fccf8e8d5ce4d42c071f1e3d,43280
6188755c785adbc79803da2a608d295631aac669fcd8fdce3d4afbe3b0e90776,20847
5bcf3e7962d6ad772ba1b565fbb1304b1e8ed1dc493a11d4c039392eefc10e79,19701
75cc870d3e1d9b13d684be8f6cbf0b69d2c14d856c1b3c005db731f1e442373a,25283
89d79adcd95a359bbc18a81926438cdbbbfe28b7de0cad02038ee8ea33487ec8,29557
3d63b71cac7374f646b1a7cbe0b9ddf362ef83617e9bf9f23ccd2467043a4a8f,13273
a0b6682907a6a1069effd4343afa447381c61722ff2ca11e72ae067fadfd22ac,34260
8db7ea1afbe68663234183508d27dbd1ee38903c99a49ace3c2b984c4364ed92,30340
663623cd35846b084e6a766dbc67e2ad93f592e7181c26ad59d4ccba97feeb2c,21842
8df249b63767ba7d2ef9934b126d38e2abc80035d90c4e53dfdb3565e32ceb1d,30395
6883db716b37aa91c7c946d583b3571c7e50dc7ccf5afb2c4410d1fba19b2387,22328
9e39731d63ed8b188be221a577e316c63206a140a832e16147199cbc12612129,33731
530455d19da01a2881c337f4e88e8198a5e3a8f822026a4b396e9493c5a8f890,17862
9dde606e9e5146ef1ea36e9dade68bcddfa0a1502acb15eb95f9da6ed9271989,33648
1ae2d38a11a7aff0bbb52c018d6365b712eaade7b45b8d9b8b18edd5b4aa561d,5831
b5f518f1e230415098b7d94eb949d709637fb6e584739259a4de47fcfbade145,38749
3e806d8e9ba6ae84e38b509b6d025833c4c6460f41664c042acbae1ea53a9750,13509
e9c7fef0233ef543e3cd36bb4c72687f32cf983d6d524bfdec016f2006dee161,49757
ceb752425c3bae2aaf5ec2fffd427add5f5e0b1130e9a45ac0459aadac6265cc,44067
0c65f76d7d5e1166960abf1af0d94e2f58768c7f9dc20a8d63aca5669cf0afe3,2742
eed7ffd1987b903877e74e165e570528d1c237903f1a4a715e9c8989ebb22ab0,50857
65dc80f4df4236d42d17470dd59594fc6fdbd6f9d0aecbd919c1b75265df24fd,21768
d9b88b6ecf8c04e6a45f975ed63a647eb9b512eab3822bb3934fdabac8a5a1d0,46328
ef2ec6c178d83162ed22dcf12934be7b70d03e8b12bf6b11c866162fbd04d74b,50930
3cd1ddf94d2e836824ea2756abe8cb4fac429095a970076f8f66c7a614307e71,13147
2f81e319c7b0d470230d656ac74862417da2b7e1c08471c2335bb96fbcf72917,10254
1b7fcec1c767c1e2d86a3cd3d9d8359d3689095b6de2b616c3450ef6915254f1,5977
9d4684e45b8a6e312afdc22ce0629474142029330f2d66644b2921ab8035aad1,33526
6b27063129c863d95e625c41213a726aad905cfc04ce7aab788d9ef9943cfa97,22943
93b321e57866c1590621b2cd2c182f3348f3e80047aa67016dc79ae130a24a72,31555
e63d6104a38c8e977da01f7117d0c3f8836705b80820340f126a202802ffb7d3,49018
d92cc0885ff96fc88123d7fd8804d269bab403046bd43d1075f9ace34bb91e4b,46215
df45b85c2c2f84c05fe1698538456517503dacfb176f1f77e61386388f392615,47587
395e81d440e6bd0ecb85108d89e8855af390b367b8cb618fdc8a457895c8ad40,12381
9b4decef915d54415f1d7865dc2a1a4b0c2439985bb67259eb54236d7eb2a973,33085
b0a8707388720f4cdb88c10ed07d30f665bde1e8a5c71f56d6d40257b9ba4fc7,37598
43bbd264cbf5c1ce9bb0a0ac1f01d269f3979a7a51678e75103dd93059088f32,14634
81780861011afafd456d4ef99c0da24acfdfb62192c8ca0b8f9d0340e22cac45,27734
29d10a182fbe37830704e677557f7279aea4e2fe2411ed1c784678e54030a541,9021
075f26745acc18a99a9ff75bdf3a720d64374b3390fbb8ca3281c5a8e3b0fd33,1617
d7a36848c825825de9dd1214ef8b85ed3802ca5abbea90155caf507e34b6099a,45915
cdbfa64bb687b9140c5bcebb02496a3964defbcbea7315087e5bf064dc314ea5,43860
7c7531deac0c88d8704025948fbbc7881fabff032048a485bc225ccab9e1845a,26699
3336e584f2553c80b5d368f8663d3afe770d5f174bad1d149a383f71294a86d9,11056
f00f259624676abf6bc77edeb76370769fb16b0f3c29dbb78a9610fc3477b173,51117
588796754d95b0e0406f5c7b05a7b149c3cd8ee268f50bcbbc596d79a6fc0f68,19005
9bf16a64f719a2b258b5081bee73334d77c0a6d808342ed2acf306fe383ceb5d,33220
b35bcaec16f6c67c0ed87c940140120ed9efa52a9fb4c8b7c462ef52e7fbd198,38179
0957e861e4914c677f822bf6fa047f08ed49465588667c147362ade95cbae722,2075
bc6fe663af67aefa1b3ab9e5e99ffa6672a31bd985a02b330fde3fe29eb474f9,40173
ea42ec7139c96e6bbec96a55bd313341c44a3919c00d9330649862655782e7db,49868
0b4d46f0461e84ac25361869ef81727972fb340f7bf7bfcc3e0595757b60053e,2484
b1b2eee22443fe3bb27c7ee2c5c707c33b50b8ea0977591864a68eb42236efdd,37837
4c2b8f212b0a2b1ffc82ea48ae910a567e2ff5e5d04f758eb2a4ca88004e0451,16416
34547d8726abbd0aeca7f1b17a738a6ebcdc1cdc84d3c59d803d60d1d41d7791,11291
ba1812b8bde3485c2edccf37fa8ca88a9aeeb56f69f967c5ded5512481bc8591,39640
d4ac93658cdcb2209d4140892e2ad43202bd0f0e6d86b1741878b2902055a86a,45274
710dce3859dee1fd627ca688ea303860279caf2f4973138a7b838951ac4305ba,24229
e8b26009850f19a74d8026a4609c5c0ebce101beb2f96dabc4ff39bb5295cca3,49529
743409fdb8595b136a400957cbfc4696661ce99e53f3efd7c64ccb0a32841085,24924
84d42726607b4477a2ec9648a7cb2e10abb924d6c5c6af2147dd2db31651193f,28462
e5ed7e92211bc2f4c5bfc89e08d32b5335df7893b9864f175598a25f18efda9a,48963
ac3357cba20562057485cb419e735d484dc7e86daaee5a1417bb2f6c3bd58baf,36681
864eee8f370bb9a64c8dedd356271907dc05708f994bcfd8da4e1bb0bf967efb,28799
b503c8f9dcc9aaa33ea60406c50ac44887e12a8f7d5a84bf1da063fe286d0900,38529
5d72f30e51407f182d93a8981ae3cc5a27a60637f23237ae596a4fb1be1540a5,20038
0c0bf4c7629579bdc9c6ad9f11b450aeeb923616dfb875e74c02ee08a1c53521,2673
9726d81a2429b7c2d51c004a1ff4113c3e4ff8966f6eea17752d9499d7e1dedf,32250
19c05a5d9d1b313249ec5de887048c3ce71b8939ab9e196b7edbc48b6d6240d3,5593
12f4b63a7db452bd9666d010292a4ee0b6df9a49cf8d484bc0548af7abb3117d,4174
162df888e098a60f96da555ca7fd4609a524bf75baa7d0a2b9f24da68509541a,4873
92a4b86ec4e895fa9153a871d8879a86655e45263d510eaaad998f94ca0c4656,31365
960350593b6f281b0afde74422584c7e5cbbbabe455dbfdb42d29610200c226e,32017
303c1a47f1005edb2026294a936426814bcd8b53c9b853cf6eaae7471d4870da,10390
27aa0d523f968aa654f505f6ed84169d5361050832d9be626772ca38aef154bf,8524
1a20c1a3f0a43fd954ba7ecf93973b7544c19e247588a0b02db5c628ded93368,5670
4a405641f4898cd18e643293ee737605afe187fa0f52ce562622538e2bf1dc5e,16006
a309a40fcd876d3f3b02f916b78de84db2b09a5cda12aa54067bfaa4c2233f89,34711
7e4b8119522a37d3040ad7312a2f07dfd65ddb66cc794935f9d9839c76c504cd,27074
b555051a993af77b24c60e743d18605d0c4669bbf59fc62d662a24c8ac5a7813,38603
309c31329d4e6ab61467b443402ddc4c57ddecad68f35294c877d9161b0ca7b4,10492
08fc888005bec2a39fd2137e1a9109df9a7faaf67147f73b905868dd5f0206d2,1982
c2eaa5564a8768eba18648edb20f4bc7b25bf3373afdc19ab05dbd81e21b0711,41576
e86b95e133d029df0dca1bf73c6a49ef0e868f1d8d3b7731c32ad0ba754ebbf7,49469
2cb069fe78b761742f1fccc0997f7878d060bdf5ff8fc05ff295428faf7737ac,9690
e9fd459f5d965f93667f0fa53d2621554a35e85376a64d32e1cd0269d7ce6a46,49800
14cc133b2d3cdab9eb4a3698ebda33f900d0f53f93e53123793694fe05793c83,4591
3e78af57572341926e5effb12846ea124de1968c5f898ce1df92a81fee1d8fa0,13504
cba63cb3f3f948960023dfe8a8659c19ac24e33dae9dc6577c8cb7c79f8adb59,43400
025dcac8918d847d7e4f77f2e8818a182f50cf30139671aade7d03230ca20fd8,493
922fa67207afbd04ea9c665aacdff526dfe1f5aa381efa97bf09adc89f2ed78e,31258
1dc26172ace4cdbbd47a17d26b080280b4136fad71ecdbc127f6f95a27982c7d,6455
fd19015bddfdfe06bd22a28d501ad8bf3b1ec3ae474831b7439cbab89abe2abb,53893
726adbd9142b74398779ebccc6288f1be4e6dfa2cff7ee1b2114c8a70d8b5d3c,24543
ade27dbcc26870689f5dcfe02a9a5dfb8cc15a431db2e31fbbe5b45deb409fb1,37011
137800b7f578f6e6b3d44a2e15b7cd068ee9ae68d1c1649fc79d05c3ecc110b3,4289
352efc6c38f52e7b3f6d270bbc90279195fe88aef9dbfc570e228b2e2beeec6f,11493
4b8804d1087d405279b09099b6294ddc33d0a639f97f36c7d8b0eddffb316049,16290
c3581e7e673ce1e693cf53de12670510a4f8556a51c4094a56de6840ef7721a7,41654
26904a3cf9eb34e7e8ccff5f437a22b56478e21739d2ee4f3b0857ad9bfade98,8328
0baecb00a639b2ca4acf16a908810f1ba5dc3622ddbbaf84851d7c7a80c4c29e,2596
c02125f7e1c0a87b568539628e789798d37b4c5001d2269fcd05957cc5b2d8f5,40960
6f206dad946ae4c9c723c46ab3ec7a2c9064721c827f2125f5b1e2c280af609e,23796
2dc2742c3640e7fc71b44c99ad7e07cf4035f701fff731f6cbf29a9b9398529f,9907
e2ba5ed1ecff0e3fca646c298e2a6ff8f568e710e8f47d1e5682fb324d21d86d,48288
eed78dbd6f3d00ce64480c8c32a056b9c64d4a3202bdc574689aa75ad9e3d14a,50856
c3df9143a9120cd2e1396c9e67dde96ed0dd11369398c6c1df46acad4a367420,41773
54aeb6fa1b7b9e1ff6725c8850537a2a7cb639df48e451d4fa1c00d907f4aac3,18214
d2c8bb4eb9b305a15116bf27ba832401542358a6e5ef7fd9665834b9a125379d,44897
8c5f36be05936eb7b7da0ef58224d3cdafbe02a3d866ab8d3eb2694edfc86d60,30089
b0c7c2c940b56038a4d7877ae463de698ddb035f38d79a963c3422ef06407bc1,37624
a1c0fc2ac0944bf3411cc3c392b840f5c5a524ff8aa33e1881b4bc3bfacbcdf3,34459
8638545b5651b0b4af18357fea1cb563a4517a1ae774a5ddb7e42fc83c9232a4,28776
a76cf7afea5ea7dd22583f4a3944eb60252110cb165ac8cae11c1485a085aad1,35695
de4303b0439d605ed9da00589afeca1b4fdba6933030bfd4d5e819f14df54096,47357
31bcd4275c6139a08d888bfbaa2f52e83e927a3da013f6870a16dacadaf6963b,10738
fd3c1cf07a2d6c939ab9d49d58aa327eee74a2a4cdd108405fa56cca20457437,53924
e25c737fafa09817c59e8501422f2499f0edc8ec2b782ebace90a07c4b7a1587,48201
625224d9e29bfa52ed338aabb88edc42d86e38be30d441c3e23a8c5a6aa35f04,21012
2565baec4043cee8ca9dfdf74d574ba0f2a0870e29e758bd6602874bf0bff493,8070
c5ec4b7d3674ac54db0af36d51f69e6ba0371892bbe11f5f368d3fef04fb0478,42202
2656b6eb69c2d257907d79fb459f3d768ae2ab816f69c206b7735284861890fe,8274
35d7c1a2772e17a9142ad1e0ea4c6b2839ce6e25d6fcfef8b88f34ea2ab23e5b,11617
7d5423e10cb82117960cfc70d95ee522004ab2a174094bcfad5ab2dd1491ba7a,26874
d08a900913d160435607beeb403627e05c3e28137a95959cc7d537499d7fc3ed,44438
a1845db8e57c933edfcf3c31fb736d2502d0a67db83afa4eace59c11b8d1fc9f,34421
2b907418c38bdb47b6191f37edf13fc232c444aebd910fb824be32462edec37e,9424
2124961a6bf6ca85f8910fe7ce521684031c0d30871743197cd9f06618a6c3c7,7204
67699d3f0d4f2fe602d54f0140d88484e00b0ec8618b7501f112cbd6383821cd,22088
20aa5cd4c263ed09453f4ff7bf889ba31e9fafa35df7b331b4275d417822ddfe,7105
742063abc365c5c5a67b80686264752a3969288736cc7e540b907b250c82050e,24906
fc2ba311a62aedad8047ce06533b13373bb713399f2465b810091e8b1251ed89,53707
c0123a8ef6632168e1e0bc558ae679635c7ceeb0617e410e88292892afc40ec3,40947
6e06b5a4376006d6e4f6f0a20ae87e9981e3c50d82dc833988ee2407bdf4571f,23555
16ecdd9cf459144fa05a210cbb81b3c190555473ebba068fef778bc5b5ac331e,5028
905397cdcddac2a44646302c71ed54dc5fd0b9586d8806c8a8a152c8fbb94114,30869
3aa9d324f4d04713903ebcbe0a4b74c210b79c8bdf3de8aae1144b68afba10d3,12678
55949c4b4579d8aed4cfebf397010cc13d36e24ad97a3c46647e935d54789b58,18388
b57929fb1d84b082ee23f67f48081f7bc2f13bcffdfad1ea71be9741036a46fc,38635
d0e60bdc7797428d516e20b8d4d117cc556bd3b53582234f0ba33a11dd4edb0e,44517
3c741bb3782f34f2ee661308438deebdaedb1252c27d2239032ee188a89288ee,13062
04b6201e1a89cb4572b7e2a6cb228ef2d6abfe6cc766414dd0f58b2858c09f48,1035
b99dad284be88a8f97fa9cba94421ba87cc1111494dc3600a9521cf76dd37548,39521
1779de74a91b7c7f78e85b6362d1f68dfadc65a9c83cb447f9c07a462a2441fe,5121
af3dd25a6bfbd24901f4fc30105f4fedb2f62b734b3b553c880d8e5bd8ae7037,37309
42bc91be70d1c883c98018abd3ba6b6e28c96e11d0b1b670b65b6be6bf34782d,14424
b34509895627e9f859426f55dd50b2a4f0cb5124d0abea52568a15e2208e3201,38161
91d9e50a7d337123790cb6bcca59162826e4f844e1e7059b9276c2e2caa98eae,31185
2748651e32a71999323b7a7c5dd4422109ad5209e775243d5a1a889d2742cef8,8464
bdc607ded9e6981f9251926bae2d4da48545f29dc8b2a48f0be822b4cbd8b2d5,40464
bc05a874d9916e891e7442b4678eeb1b3ed4ed66dbfa67704eca2cae560a5276,40089
ecf768457534e833308218ea259e046b1b1b3f41c52d04e16b60e819c3c87778,50469
91bc7cdf6e89beae17b6dc03f954bc9269e8972b7103f8e19bcb03395c2dfa20,31154
6f38bf6bab97dc4ffdc9d6ac32f8eccdb6486c5b98188e667cbd21228380a4c7,23823
0603e0806969668b7d97919142bac67eac2882b37ce84caa6886025e090eb5c0,1320
333f5bd37c8d3e7fbc0cf768b89a8704c443a1bf5e2b7793d02f199c2c5d2c92,11063
ff68644096352e4986eeb40000909d1263556b311430406415775387c69932d2,54404
cefb270d6542948adf640115b5488b34a0ba961e311296212e089c9db47806dd,44114
6c045ac4e26219a27975c4a08dbd6e93a277baa0c38805cc0c1e5d71c44dde49,23110
1ca2b9f2077dc4a4575ac602187d9f50b6622a66802734ecc66a4d80b6ecc7d2,6218
5f591d485cc2976f017bcab7251ad58ead22189a2d16d6f6d145cfc38c55f948,20422
715b826093927d073e07580c69484eab259a01f27e939a01587cc7cd18b2fcb8,24295
122afcf8ce050ff13a6f9dee72d24f33a854ad32133120af921d545c709be77d,3983
281cc864d96d483ae3862dfa1b25871578232e5057f5cdeb78e6838a6da8c31c,8625
a5ac71289797283d7348aedc51b79e74480e159fe9d478870f98b749a8ef19ef,35332
d30dca73d03374ba95285c1156b4f6831b36c7621b4249b5382f93864fabf9e3,44954
05a3b78dcdb7fffadb82e376f6830728938232ee9812f3d2a5496cb91796f2d2,1246
8d405fea3e49a6e4f735efed12427e9b04a7c6fc42b883d4ea0764864fdf3bb5,30247
ffea2356866c9adc8b9cd9d7d12020f4e8828c64b45da2eff54f89684a061810,54523
7fc33fa888c8009a39861069c825a4599c43b27096576cf6152edda7b17e3bdd,27380
99245575f730e394e8741741d2534e100f7b7f4971351a4b13e013fa3ca1b7ba,32648
fb4cf9e963699a1ef335a64dc56fa02cc3dc803839d847f2220533d16092b137,53514
a7323bbeea9e98fa4c9ce2ea22b1d7b9691b612edd2752ee51dbeeb192a13517,35638
fba446c238b2b860b684a4b2440073faeda727533a8e00fdd3b8d61c4a29f3c9,53604
3a82188c7db58365c5cf13b129ee3291612a8dad841b5c3436233e2ef3c15fbe,12645
031e25a2e4cd3320ba19c9bbef96e020614cc19154e33da63074b85785048c78,668
3e3e9a8748ad608ef9b83ad64e7fa191ba171da5fdc767b8d2f319d695fdd4e0,13459
cc6feee101e258c64fa1d5fe62431f488bf3ccc2669f7e316d12190accbf7755,43573
9861b27406ac649dad8f0bfe5d75dc0c9d90c03c9d5e8ec1fba05fb8a9195cb8,32484
d7306c2b9220715534707a4184263fde73f8dc99920dd79ef07f4f6e548d520c,45798
cd317f6667b817b8b37c30e714ec4c88b8c94e1d591294bd762ab243cda1c271,43729
268dcbb1ff2752b8702440bc406bf0fb2c8d333433932187d5a8d7d682f2cbae,8326
7415ed8a14518ea48e6048f0ea007f3c74b4c2f6930550687bc7ebbfa02ad546,24899
edac5ca7d6625a9e7adfb8ccc57191356764b28dbb97f43b9c087c569c329ecd,50616
c79b5c0a84ace674cb6ae8da9351991bfd3ff19b7fc9ee7d6cf273b1a35abf20,42543
5d7166453cc4abe93d0ec46a83659d10ab707bfd77b182743b8a30bf7eceeaee,20036
f824253ce3c8752fbcd58986b66e79783a1832f30cea383d97b35153c2bac781,52854
79e8795c261c0da5bca8e301f9d9aaadfcfc31a69ae93d1a1232aa07ffd408ef,26130
2714a49b1c26817a330b94056ad595d80a0af2c780a0f8e291256514ca6e6649,8423
