gene_id,split_role,source,family_id,parent_old_index,parameter_regime
0d635fd5384999aa10bc1d5d612adbe15ebe020decc35da36b5ae8b57e60cf0e,train,L,expansion_f1_v1/L/pool/field_7873/attempt_0,,same_range
eb7655daf85d63cefaf7bc334a927260090565e035d934d67585ab625e1eb871,train,B,expansion_f1_v1/B/pool/field_8487/attempt_0,,same_range
2de772b038416af2befcc480e3d1dfe70b17de70f9304ca77d418d678f8ac910,train,B,expansion_f1_v1/B/pool/field_17524/attempt_0,,same_range
bf4ff33a41fe497bd874bfa687f2a595db1df1ea4889c0a7873dd4314863e886,train,B,expansion_f1_v1/B/pool/field_16174/attempt_0,,same_range
b1e0c3ff8d4adde971078be619bcecac1f06a2a0c5932d8fea9b1e5e4cf1ec80,train,U,expansion_f1_v1/U/pool/field_2430/attempt_0,,same_range
65d502254c16eee1209ff62bdf56536a750278120d2511065dd482826e16e290,train,L,expansion_f1_v1/L/pool/field_20556/attempt_0,,same_range
1e16a52420e4a96ac06864db16bc4d21e512355f147fd473da9b68c06ef55958,train,L,expansion_f1_v1/L/pool/field_18173/attempt_0,,same_range
8aa221ee5d0710a9c637f8ce5d783c7d3b1de30faa02cecc95ecb5b1665ed3a2,train,L,expansion_f1_v1/L/pool/field_2550/attempt_0,,same_range
43e315073299596c5e659dac4d754796d079dab325014d3cad271da7fddc82e5,train,B,expansion_f1_v1/B/pool/field_1277/attempt_0,,same_range
04f5757d0ae80d16303cab8a5d669b993fcd00edf7e78a912f213be0497c5e03,train,U,expansion_f1_v1/U/pool/field_18171/attempt_0,,same_range
572666b0947bf819d62268b3abe8db21518d527b173d9751c57e27d35383737c,train,B,expansion_f1_v1/B/pool/field_7992/attempt_0,,same_range
6c718dc302f745547b7cd08cb9a283addb69789d9357536342bd42c1bcadf8d3,train,L,expansion_f1_v1/L/pool/field_7274/attempt_0,,same_range
4f2a5e775a4409d6a8374c09bfae0763b05a7a7482466866b5c2926a45993c42,train,L,expansion_f1_v1/L/pool/field_7723/attempt_0,,same_range
886b3da454875290a5509bb05d86567f518a76eb3e1312f3abd5941227f06c65,train,L,expansion_f1_v1/L/pool/field_22352/attempt_0,,same_range
d90430274d93cb7f732c5078331b2887c94f623f62c2c47e306f411bafe6c463,train,L,expansion_f1_v1/L/pool/field_15990/attempt_0,,same_range
cbf2fd12673766b69c4febb5eb0353d54429dc7f2d11068515951d5f056a1cb2,train,B,expansion_f1_v1/B/pool/field_17460/attempt_0,,same_range
f8519da373b0e66207b0ab08756c8f0c7541c8b7056264bd4a38d9882746903f,train,U,expansion_f1_v1/U/pool/field_22690/attempt_0,,same_range
961072f2e9b0dc1d8d2741eb3769b63956e9630a77b254a742471d7eb5020ac8,train,P,P/parent/30409,30409,same_range
94b0bc4b4411de272fa606133a48ec86e00e8f86a2606509eeeb6494a39c1d83,train,L,expansion_f1_v1/L/pool/field_2897/attempt_0,,same_range
30f2a860b0faa1bfc2d8f70859468afab4ab45018c0670cbd0089022f39dad6f,train,B,expansion_f1_v1/B/pool/field_15699/attempt_0,,same_range
4f0e3b3b230194378a63afe5530d4a3737fc11d3369b0a59d13d9fa1a361f07a,train,U,expansion_f1_v1/U/pool/field_5/attempt_0,,same_range
db4e224a97190bb84aabd4e13aad52764808a1dc9ff24f07580be6af706559ee,train,B,expansion_f1_v1/B/pool/field_13047/attempt_0,,same_range
1ccf8fc26aa2273c59571974ebf91ac7458a8612ad0cd85eb77da73a0f7268fd,train,B,expansion_f1_v1/B/pool/field_23228/attempt_0,,same_range
e5446c788d041e1cd47bc0f727269f6222288b76a1a5a22b27005ddb65eaab64,train,L,expansion_f1_v1/L/pool/field_11366/attempt_0,,same_range
1934564d47842a63794751511a2bca617aa03129c5a7e4483f16d9e99cc785a7,train,U,expansion_f1_v1/U/pool/field_12292/attempt_0,,same_range
f18aa472817e1a14acfa3697f2032e770e2ec9eb229ea47acf9b7638afaeeee7,train,B,expansion_f1_v1/B/pool/field_11427/attempt_0,,same_range
2b73e3366b3d05945c319a8cd4bafa098805c10798feb522196d28232aa7c650,train,P,P/parent/62154,62154,same_range
d58480743dddb3d7056cffe745053f031b45219aa67064fea688818593be3fd7,train,L,expansion_f1_v1/L/pool/field_2060/attempt_0,,same_range
cdd98703ff7da3ebf7b84a34c17e7d5b65af2c72eb30b0c98c1e1069c98a5e62,train,B,expansion_f1_v1/B/pool/field_16627/attempt_0,,same_range
4d36a98b871896e70389def6c054e3c0a604863a45efda3716be35e734a1bbf6,train,B,expansion_f1_v1/B/pool/field_17934/attempt_0,,same_range
362d4c82319594ad13aa0ba5db601f52a978949fd9f2388fc4c417e561450c2a,train,L,expansion_f1_v1/L/pool/field_17807/attempt_0,,same_range
fd70bd37c44a1adb4d1ed69525e566031b90c7d6c1d7e9a5b64992cdf9dfc13b,train,L,expansion_f1_v1/L/pool/field_13936/attempt_0,,same_range
9e34006d5411b8b3b62527ee100abf9400c9ef3348ccf3bc24eafe8f00d72d59,train,U,expansion_f1_v1/U/pool/field_5361/attempt_0,,same_range
f000e48de751359a27eaecbf4a6cd2aeccd7a0912f762cde08ee828f15506b3f,train,L,expansion_f1_v1/L/pool/field_19295/attempt_0,,same_range
d4ba811b12db00c31a6823078d552e2b2d7907e8e75d2a8e6d3a74281306d72f,train,B,expansion_f1_v1/B/pool/field_20294/attempt_0,,same_range
d4b7941dcda38dca8674c4c5fdabf0ad26b50489be45829859d7f335070bf088,train,L,expansion_f1_v1/L/pool/field_18504/attempt_0,,same_range
060f2485b2628b2c1d13c77fed380a5d42f6421514772f944fe6fed0fe2370ae,train,B,expansion_f1_v1/B/pool/field_20461/attempt_0,,same_range
9796a5f26b8763d9e33da57201b00533df02afea8beb2d2790d46d9c6e355c49,train,L,expansion_f1_v1/L/pool/field_11511/attempt_0,,same_range
b8e63de7caadbe39f8b32cee735ff5afde6ca27d22e633cadc8508b169e141d2,train,B,expansion_f1_v1/B/pool/field_20684/attempt_0,,same_range
2f13a4532d6cdc686f484d19add997ee40dbf9f769405befdddfd0f6a03febd1,train,B,expansion_f1_v1/B/pool/field_4499/attempt_0,,same_range
0f6cf21b63830cc82856acde1fcd3676d56d82963f7d1c4219f1f684eafded55,train,B,expansion_f1_v1/B/pool/field_18391/attempt_0,,same_range
cfba90ac94d09e6df3a648c2bce92fa48aeb4b617e405cf2a87be03f74438608,train,B,expansion_f1_v1/B/pool/field_5031/attempt_0,,same_range
8ab3b060b6d4465a4302a494c6f0e3ebc73162c40bd3d46b786bca61d7f7d515,train,U,expansion_f1_v1/U/pool/field_14723/attempt_0,,same_range
6f4935d7ab6f7934ab72ae25e56e4ec711a23dbd2a537391e083819a3864986f,train,B,expansion_f1_v1/B/pool/field_11296/attempt_0,,same_range
789ec7e0017d24e6d192542fb8354516f03ba3433cf8c7feb8dcfc00ee698110,train,B,expansion_f1_v1/B/pool/field_14664/attempt_0,,same_range
6c6a17d60e5e5b4925f31d02b70c6ed02a2f14949863a7650541a11c6cb5a987,train,B,expansion_f1_v1/B/pool/field_22897/attempt_0,,same_range
b9e90835e46a67385772f3be73fd8b68d8dcfc82b1fa8c418ed7be148aa4b92e,train,U,expansion_f1_v1/U/pool/field_12651/attempt_0,,same_range
1a6d3e00d8717c8032619ee7229ca95f1de8535ad60ee74e6910c1cc12f8c3b2,train,B,expansion_f1_v1/B/pool/field_3352/attempt_0,,same_range
2408c49cbcd46f95382c7a6ce8ad4ea9fe307b04304aa4ccc3496807d4d0a1c0,train,L,expansion_f1_v1/L/pool/field_13470/attempt_0,,same_range
b30c71c13b256a976759cf606ca51e52514b7181157de3ef01ae4cff848e3627,train,B,expansion_f1_v1/B/pool/field_16518/attempt_0,,same_range
0f6bb7e6b424007463532af94a066d01c0407e07cec42733b7abe9a62a6f8a29,train,U,expansion_f1_v1/U/pool/field_15523/attempt_0,,same_range
801e736fc36740027f63e991da13d7a4562d0c48dfe50433c216ba4a38f78508,train,B,expansion_f1_v1/B/pool/field_11442/attempt_0,,same_range
9bbc0d62856d9d3c2ad7729ea3b902baffe39f23ea31e45dd01fafab7b298721,train,L,expansion_f1_v1/L/pool/field_12890/attempt_0,,same_range
9c551e818a06fd1b0bd33099949ea6b17b52f13a8c2f4b357404febcd29b6f90,train,L,expansion_f1_v1/L/pool/field_24583/attempt_0,,same_range
f9a1e4707ab35f2315adc4c1edc0e2d2e48a1e173962b754554f346a094ac86d,train,U,expansion_f1_v1/U/pool/field_21192/attempt_0,,same_range
b106201e636548f7779ef866f778447cb9e0d3a1bab19d3a91db3fb60ba08a4b,train,B,expansion_f1_v1/B/pool/field_23898/attempt_0,,same_range
29bcc952a4843c305880e76dd0d0c3200884c6eff9f893b2c4c8556fa901b812,train,B,expansion_f1_v1/B/pool/field_10533/attempt_0,,same_range
d3e5fe82f94f9892602fcf2c068db9b0aca9376ebc7c232a1fe4441b8e927c0d,train,B,expansion_f1_v1/B/pool/field_4766/attempt_1,,same_range
749275cc7e55f359fc5282a84847e09df7984f46c344bacfb127354e5128f08d,train,L,expansion_f1_v1/L/pool/field_22609/attempt_0,,same_range
ae64057ac2d58fc4087eb58e11b490cda5623676292de85ad9e56843fb728188,train,L,expansion_f1_v1/L/pool/field_20120/attempt_0,,same_range
4f173982c851a05ca3c048fa4441dbce0206261f01a16618fff7f1818eb8ae3d,train,B,expansion_f1_v1/B/pool/field_15043/attempt_0,,same_range
246fec56884d74764b064ec74cb4bc955a02dd4e22a53e14bc5a1eccff0a6b7c,train,B,expansion_f1_v1/B/pool/field_22482/attempt_0,,same_range
6f143d8ef769feaf09c3d1e0cce7976063e6cee830a571f8f66d894c4affaf52,train,U,expansion_f1_v1/U/pool/field_18263/attempt_0,,same_range
e7ea6606e30b1659f80fc753464167f82fe491ad0429dcc5a6abbd64e7ad9cb5,train,B,expansion_f1_v1/B/pool/field_6425/attempt_0,,same_range
9961cb5a91ad8f1f7e8a2879249415301bd98ba833a6c76e9a3830de75395133,train,B,expansion_f1_v1/B/pool/field_24082/attempt_0,,same_range
f37521bade98535870f0603495886fb5149e0731bafd3a62cd8cb2583fed5244,train,U,expansion_f1_v1/U/pool/field_23417/attempt_0,,same_range
04fb23ff71f6cb1abd94635803c6147143c588e9b88cadebcd0c1344363e2cb4,train,L,expansion_f1_v1/L/pool/field_23706/attempt_0,,same_range
3ca0c47b52eb3166740b02c3e627668675e3d9fcbc070380a44f5f9f68996843,train,B,expansion_f1_v1/B/pool/field_23447/attempt_0,,same_range
f44342cbb7b3e95da540b2cc62ea4b4181137baf9377e4a8e98ec73294b940ed,train,B,expansion_f1_v1/B/pool/field_17926/attempt_0,,same_range
c84d79a91c4a16c7769322016bbfd9eaf883f6db09af0e16f817be3fe31f5f95,train,P,P/parent/18217,18217,same_range
3e58a9926a34450168ca326e90d4fdcf7e29d3fcfe07789ae0ede8157411cf07,train,U,expansion_f1_v1/U/pool/field_15494/attempt_0,,same_range
cabb313c7f1d58062d28e9a1a943e6410dedb075daaa69d1ad00b767462f38a3,train,L,expansion_f1_v1/L/pool/field_19962/attempt_0,,same_range
04ef7d8d1853fcef2c79ffa62da10d60bc09c410008ebf873a4fb1381101bdfb,train,L,expansion_f1_v1/L/pool/field_10371/attempt_0,,same_range
398a0dfd98abd0ab4787824b61371e039df80d58f0cdd8c8ff907882a28ce2c8,train,B,expansion_f1_v1/B/pool/field_15910/attempt_0,,same_range
89b53c633bda827740fef9fd2e848d30cac630a9e1d9ac96b09c3674e9beade2,train,B,expansion_f1_v1/B/pool/field_12100/attempt_0,,same_range
751bf1b5ee7a6a213a5e1aeefc6676e25f80b001184cad8ed64cf19988d2c9ac,train,B,expansion_f1_v1/B/pool/field_11465/attempt_0,,same_range
3bf437d16afa0c8457dc4ee83295ae7f19f4a320dba46a399a1eec5ead7fa273,train,B,expansion_f1_v1/B/pool/field_15315/attempt_0,,same_range
993e21c6665b15da7db9539e7f6bb5b1ab305cbbb134fa308c303ff7195156ba,train,B,expansion_f1_v1/B/pool/field_21334/attempt_0,,same_range
ba10e891cee23d26664697b77a92345f1bde65f8dbd1d6de51f447bf630fa044,train,B,expansion_f1_v1/B/pool/field_8816/attempt_0,,same_range
745b12bffeaf9ba710b11a4ae5b6529b454b2ec5a20dfc44137b01eb4cfd9196,train,U,expansion_f1_v1/U/pool/field_2604/attempt_0,,same_range
487fe987e0c23565516dd0ce94b45ddbd3cb4ebc1b82469ebd3f8c59eac34ffd,train,B,expansion_f1_v1/B/pool/field_12426/attempt_0,,same_range
935c7627b101667b1060fd6710a0fea39dc984e91f0890cdc41150047565027e,train,U,expansion_f1_v1/U/pool/field_8846/attempt_0,,same_range
1fc54f9fdd6b913e6b5b00eff129038ce69b3c0d86ea54ec7c060b44952bff04,train,B,expansion_f1_v1/B/pool/field_19865/attempt_1,,same_range
7f65a663ccf120f0a0ea18aeb44535567174185e20d743ec27b04771a49eed43,train,B,expansion_f1_v1/B/pool/field_13212/attempt_0,,same_range
8bcf0c0b21adb6bd3e3ea59f6f7dda02794c271c8c261563a56100bc491d8ee6,train,B,expansion_f1_v1/B/pool/field_5277/attempt_0,,same_range
8d4ed636e4dd9e03621e61526a1498d3bbd10106ac61e1706ceff10d5efd213f,train,B,expansion_f1_v1/B/pool/field_15613/attempt_0,,same_range
d84c6bd94fb128b76f55d6cd84abf3c0215ddbde217b1dfbd1f46f49130c0587,train,L,expansion_f1_v1/L/pool/field_24671/attempt_0,,same_range
275ccaf1c1a400550103ef189cb1fc935cac574c22c44ec53be56928c7c0751c,train,B,expansion_f1_v1/B/pool/field_20464/attempt_0,,same_range
5f283b05eb548a6437c8f1fa69ca119a44f388eef86c945a5ce5f89c5d314a4a,train,L,expansion_f1_v1/L/pool/field_9307/attempt_0,,same_range
cd271bb9ff3b25612d32a567ed5201fd95d76822080233ae152d0d705d19f580,train,B,expansion_f1_v1/B/pool/field_18295/attempt_0,,same_range
81b3994823029a6f7bf18851d06523f045410589b518c0912140ee397619135e,train,L,expansion_f1_v1/L/pool/field_15840/attempt_0,,same_range
9ed0d0bdf0638fc11f3e53117c4bda4a8f02f3d73e6edf750f87ea50e551bfd6,train,U,expansion_f1_v1/U/pool/field_22810/attempt_0,,same_range
5a4f27dd53fee79135fa357fd8aef7c6ce94435fa57a488072eb7fda684d1c29,train,L,expansion_f1_v1/L/pool/field_1553/attempt_0,,same_range
89bbda89700520075479769124c8bbda1b2683b046af2edd6016d648518c320d,train,L,expansion_f1_v1/L/pool/field_2975/attempt_0,,same_range
844d7c84693e51b0ed4833bb751103a377a3a08824689709ceb1f06789e1e69c,train,B,expansion_f1_v1/B/pool/field_15025/attempt_0,,same_range
1f013aa7af58ca3079d44e1519a00dd98088ca1bf480449058c980c4b9540800,train,U,expansion_f1_v1/U/pool/field_13850/attempt_0,,same_range
6e21a148cd16f65824e77f1ec8164cb51201191281ed40352a609e5ec53f58e6,train,B,expansion_f1_v1/B/pool/field_9328/attempt_0,,same_range
b564437522bb39dc990e295c6fa60a495221b0c2a89e01266c89584a03914a5a,train,P,P/parent/35347,35347,same_range
a72ebbafaa5bf7bf53d247bbb0a0ce079f99c7c139686f795f0d30c0954a98db,train,B,expansion_f1_v1/B/pool/field_19283/attempt_0,,same_range
e9623eae6c49b5988a872cd309073ed4c7113873561075d17f2972ac26bbd434,train,L,expansion_f1_v1/L/pool/field_7738/attempt_0,,same_range
cb884f3faa32c66cbe62babaaab3e1d6b560093ab4f799f23196b30142469b8c,train,U,expansion_f1_v1/U/pool/field_7112/attempt_0,,same_range
74e141b295f8de49defbbbab189544f91083c1b81a14396ef56fff208002ce8f,train,U,expansion_f1_v1/U/pool/field_2991/attempt_0,,same_range
5da5ac96d34bac01f842db7625ed139aa07f04d8454f99f3838e8caa215dc5dd,train,U,expansion_f1_v1/U/pool/field_8708/attempt_0,,same_range
2d5a1a9b3ee3cdf78b87b3de231f12ae3c09e889207aece1d48facd5a0a622d7,train,B,expansion_f1_v1/B/pool/field_22763/attempt_0,,same_range
46750dd39f4cac19accdd72fb8a6672cafe26de87a33689ac37bbb285dc45790,train,L,expansion_f1_v1/L/pool/field_17625/attempt_0,,same_range
12cecb456793ff9ed97103ce1e9d34e9a1675ae0c4da9feeed9e99d7cf076f1c,train,B,expansion_f1_v1/B/pool/field_17823/attempt_0,,same_range
53cb566236f2c4f87d92fe26b3d880cd92e3b13fade2d040c60ccf7f0547feab,train,B,expansion_f1_v1/B/pool/field_9572/attempt_0,,same_range
42085e69740754c9ce0fbd69c69f3e368ba24e22a87cebff3c404505f083cde8,train,L,expansion_f1_v1/L/pool/field_6215/attempt_0,,same_range
6bb4b4de8eb1f98529306e953bf0ab21e9222eb8917e2e6015bad86ce8e93105,train,B,expansion_f1_v1/B/pool/field_19723/attempt_0,,same_range
0b24b9fb2aab8c40c64a2476b2b04779a743bc5a691225c3279a8b6b6959dd1d,train,L,expansion_f1_v1/L/pool/field_6281/attempt_0,,same_range
3923c2daecfa42660788a4420f0a03fc4b1d25f81d7cc8dfa7238d651a79d0af,train,U,expansion_f1_v1/U/pool/field_14452/attempt_0,,same_range
5c141bec2c3b657aed2e1131ac56a7292f87e25b3166769cca9836fe1b1e4a9a,train,B,expansion_f1_v1/B/pool/field_10960/attempt_0,,same_range
01c8a5909b3d29516e740eb2ad346d88a3aaffdf7d71f900ecb5247d879dafb6,train,L,expansion_f1_v1/L/pool/field_23587/attempt_0,,same_range
b3c49d4970a8e2bb00fdd90c715a805ecc41f5ad587a7d1cafd071bcb0b77546,train,B,expansion_f1_v1/B/pool/field_7380/attempt_0,,same_range
5f8db882c34ef1e036e5d550e2448531202e33a6a1a267de1250d34b60c3801d,train,B,expansion_f1_v1/B/pool/field_22195/attempt_0,,same_range
6f7c0e5b6a84d0654c6064617e1c0e61d7b3a4dd101dfe61ffff2a2721aafcca,train,B,expansion_f1_v1/B/pool/field_16667/attempt_0,,same_range
888cb8e0ffdd59f2b9dfcfbabfb9ea08cf1339b00f903c1d6776bfb1d74e0608,train,L,expansion_f1_v1/L/pool/field_23965/attempt_0,,same_range
fef52d94c0fb1d6c73cc600a61c9c33fd3d68eda65db8db2a73269bf00f108fe,train,B,expansion_f1_v1/B/pool/field_12247/attempt_0,,same_range
5512147bbe90420ab93f2fb8e2586d284ae7b71e69913f3be1a434f53edb8aba,train,B,expansion_f1_v1/B/pool/field_7911/attempt_0,,same_range
751f3b5ca9487f910d9594d3434d32e3c8ca5339a30a849894a75fd32a4b2b32,train,L,expansion_f1_v1/L/pool/field_7950/attempt_0,,same_range
3614f75da1733c882574db621c14414d317341951bb1d0bcd145ae379728a66e,train,B,expansion_f1_v1/B/pool/field_15782/attempt_0,,same_range
b0b586991d7318604dc57d39f79f02c4160e6ba052355ae55b344de943f48e30,train,U,expansion_f1_v1/U/pool/field_10007/attempt_0,,same_range
a72d9dbab35750ba1b1d5b7d92267fedd8e0d5182ff092c978f0499b8a003a34,train,L,expansion_f1_v1/L/pool/field_2943/attempt_0,,same_range
8035b783b5a5803795768d5ad09c6d246b62decd0cd0dc0971df2dfe209c02b2,train,U,expansion_f1_v1/U/pool/field_23711/attempt_0,,same_range
54337441f3bfb2686f451e550c7fdbd168d77563fbcf3f2b4ce098897f6ce681,train,P,P/parent/43000,43000,same_range
ddc8e8523180d29075fab3427421ccb46afdfd07a28612ab612e27935c104fcd,train,U,expansion_f1_v1/U/pool/field_8682/attempt_0,,same_range
4a02f63ced7653054e7a76560a4b2e8ccf14e6dd3231a71f7d550f7cbdedbe8f,train,B,expansion_f1_v1/B/pool/field_16616/attempt_0,,same_range
a960880ed05e323b102b441709a0d78858d8a8830185b8da27f76a508d5127cc,train,B,expansion_f1_v1/B/pool/field_11334/attempt_0,,same_range
ca380ca223d1e8f88690c5f620262742fb8a4ce75ca3bb7de176762689bfd33d,train,L,expansion_f1_v1/L/pool/field_15427/attempt_0,,same_range
c8f69a501092d00d206bf1f5dcdbda3c1dad0fbf113b79e1d5f1f5d97927b7e6,train,L,expansion_f1_v1/L/pool/field_22121/attempt_0,,same_range
24e64e61f4b8797b6cb1020d45bb263a111cff7e51f0ecb0d51fba792437c934,train,B,expansion_f1_v1/B/pool/field_647/attempt_0,,same_range
aa01a03b2bb727009642c84cb038a7748bd8b39282f9f097cc9c8dcdfb5932ed,train,B,expansion_f1_v1/B/pool/field_6694/attempt_0,,same_range
a3e178f0b06574d0d192b251c9317d2622d7b05aa54ec93ecf66dd76e1ddf9ce,train,L,expansion_f1_v1/L/pool/field_21512/attempt_0,,same_range
9689c561aa43ebd0ac11308095c3d9d3a9574b675ca9419526767f6b95f8ab87,train,U,expansion_f1_v1/U/pool/field_16447/attempt_0,,same_range
b7b8531bcd350717ee149234674270577aad10e59724497485c62063cf35d3d5,train,B,expansion_f1_v1/B/pool/field_24586/attempt_0,,same_range
dc04675f3fbd294fd16ee9ab1e917ae44eb1be2d2d0d6b46ec7f269a9e1ee808,train,L,expansion_f1_v1/L/pool/field_21463/attempt_0,,same_range
2e6b74e03c00ea2a3fff45904581524583c9c662b0668e667457452b83d19b58,train,U,expansion_f1_v1/U/pool/field_9143/attempt_0,,same_range
7456e6f3fb01f60fb99ead04f6f26776ab964b1fed22bfd00829764dfdf49d41,train,U,expansion_f1_v1/U/pool/field_10486/attempt_0,,same_range
aded9b543067790a1feca9c46243559090290bb3cc4dd35d12657d4823db3d7a,train,L,expansion_f1_v1/L/pool/field_24318/attempt_0,,same_range
6faa1179a26f79671389675b4463c7be2da0ad1770e1219f40773054379649f7,train,B,expansion_f1_v1/B/pool/field_18368/attempt_0,,same_range
a5e4f028111a07cf35e199f94af4be50c7c87cac7adb7283ac1cbeaef0023e80,train,B,expansion_f1_v1/B/pool/field_5814/attempt_0,,same_range
06eadf020889fa9e5327071f403e0118814c40745e04106f1c04a35f5e701307,train,L,expansion_f1_v1/L/pool/field_7140/attempt_0,,same_range
a200f11b948ce71dc4d788d131bd7e488f3198770c4f5844408afc6d579248ee,train,L,expansion_f1_v1/L/pool/field_2928/attempt_0,,same_range
2fe58faa8ede178e12b5b96b8063912520240a961d156a46519e750650d5acae,train,B,expansion_f1_v1/B/pool/field_14254/attempt_0,,same_range
400ecf5d83cb3cba72f30f527d27ccb01f254af26b90b986d2e554018ee6f2ab,train,B,expansion_f1_v1/B/pool/field_14124/attempt_0,,same_range
a443e09b204f5fa7a49949378aa7b00ae62fabb1985e3ca7f34ab1430b62d52b,train,B,expansion_f1_v1/B/pool/field_10354/attempt_0,,same_range
0b1afb48315407c5e1c932f42648c0ffdf94d16d7f03963692f07bc8e4bed20a,train,U,expansion_f1_v1/U/pool/field_4245/attempt_0,,same_range
b397380650763b2798c111f8dea3459981fe4aea2002389b8ac5dbd7f849e855,train,L,expansion_f1_v1/L/pool/field_16371/attempt_0,,same_range
