candidate_pk,candidate_id,run_id,generation,candidate_order,chromosome_json,chromosome_hash,physical_key_hash,source,parent_candidate_id,parent_rank,clone_index,mutation_operator,mutation_strength,mutation_indices_json,hamming_distance_to_parent,lineage_id,status,validity_status,rejection_reasons_json,duplicate_of_sample_id,torque_ratio,historical_j,fitness_band,created_at,validated_at,completed_at
11,C000011,band_supplement_300_20260808_001,1,11,"[2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1]",f981ce0544bc379c9f2d131a3399302680c747d5ee1373d592aed43dc385b2fe,53305bad1bedcff83278649d324f1c5fab9fb2d0a02307cad7a996453f0bd90c,improved_campaign_offspring,,,4,connected_region_repaint:medium,0.05555555555555555,"[25,26,27,28,35,36,37,38,45,46,47]",11,BASE-C000699,completed,valid,[],,0.5263817420555946,4.965887496281667,B2,2026-08-08T16:23:47.189+02:00,2026-08-08T16:23:47.189+02:00,2026-08-08T16:28:03.591+02:00
12,C000012,band_supplement_300_20260808_001,1,12,"[2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,0,0,1,1,1,1,1,2,0,2,2,0,1,1,1,1,1,2,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,2,1,1,1,1,0,0,1,1,2,2,1,1,1,1,0,0,0,1,2,2,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,1,1]",e9ed583203c206a962f86105b89cebf4d842ca4a7dcb7a22fb4a172a438f6828,e2a65da5b64974a95bcc6ddb3fb718208f525e9e8fb1c03a9cead6c04b8b4e44,improved_campaign_offspring,,,5,connected_region_repaint:medium,0.05,"[131,140,141,150,151,160,161,171,172]",9,BASE-C000699,completed,valid,[],,0.5042169556652308,5.0922140642202125,B2,2026-08-08T16:23:47.289+02:00,2026-08-08T16:23:47.289+02:00,2026-08-08T16:28:03.591+02:00
13,C000013,band_supplement_300_20260808_001,1,13,"[2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,0,0,1,1,1,1,1,2,1,2,2,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1]",1fed6bc9852a9cbc7c320b19b6903437051fe3e0b8cd8d32ccf290e3708e172f,29cbcc3bbdd2be0cc99c91da935a225d650dac56e6f14f3ab09a4127ca5a3529,improved_campaign_offspring,,,6,connected_region_repaint:medium,0.08333333333333333,"[31,41,42,43,44,52,53,60,61,62,63,64,72,73,74]",15,BASE-C000699,completed,valid,[],,0.703343296912904,2.8151190684930465,B4,2026-08-08T16:28:03.792+02:00,2026-08-08T16:28:03.792+02:00,2026-08-08T16:31:17.751+02:00
14,C000014,band_supplement_300_20260808_001,1,14,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1]",368ea7ec614be0ce280b989abd656f761733a60b13a32fe12370316e6c42d0af,73372e301e1f88f26d57c99d0d7b061f0ec2d85306cb5a3b111f30b135cdd8be,improved_campaign_offspring,,,1,boundary_growth:large,0.16666666666666666,"[0,10,20,21,22,23,24,30,31,32,33,34,40,41,42,43,50,51,52,53,60,61,62,63,70,71,72,73,80,81,82,91,92]",33,BASE-C000732,completed,valid,[],,0.06203816314857538,11.042927433665225,B1,2026-08-08T16:31:17.946+02:00,2026-08-08T16:31:17.946+02:00,2026-08-08T16:36:44.262+02:00
15,C000015,band_supplement_300_20260808_001,1,15,"[2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,0,0,0,0,1,1,2,2,2,2,0,0,0,0,1,1,2,2,2,2,0,0,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1]",8bcaec1651ca7424f83f9355cab1bf568af80ee54bf04b549a55f2854f47489c,978fdfe0886a20dd0273924f4cfa267f5006203d7a8cd4447dd9fa30199a2135,improved_campaign_offspring,,,2,connected_region_repaint:small,0.011111111111111112,"[167,168]",2,BASE-C000732,completed,valid,[],,0.8013322266549866,1.4174440415872913,B5,2026-08-08T16:31:18.088+02:00,2026-08-08T16:31:18.088+02:00,2026-08-08T16:36:44.277+02:00
16,C000016,band_supplement_300_20260808_001,1,16,"[2,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,1,2,2,2,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1]",fcb7fc2bc58558e460936bcc9aea767d30a670989a965f5bf9f5b203e6893b1f,8dd7ec09e753721da1c3af47f9b44c888b72d2df131f8fb2a16f6decbb794e06,improved_campaign_offspring,,,3,connected_region_repaint:large,0.2222222222222222,"[3,4,5,6,7,8,9,12,13,14,15,16,17,18,19,25,26,27,35,36,37,38,39,45,46,47,48,49,56,57,58,59,64,65,66,67,68,69,74,75,76,77,78,79,86,87,88,89,96,97,98,99,106,107,108,109,117,118,119,129]",60,BASE-C000984,completed,valid,[],,0.07207818747308593,9.276552610927952,B1,2026-08-08T16:31:18.188+02:00,2026-08-08T16:31:18.188+02:00,2026-08-08T16:36:44.281+02:00
17,C000017,band_supplement_300_20260808_001,1,17,"[2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,0,0,1,1,1,1,1,2,0,2,2,0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1]",1d893afc7a9e99ee16f866de6f2e8c5247cb135e3765256eb67a97d741f6dd39,388069eb44643a5bd6c3fed4b11fbef36bbf6de17435c69f00a3161096485b9b,improved_campaign_offspring,,,4,connected_region_repaint:small,0.005555555555555556,[96],1,BASE-C000728,completed,valid,[],,0.813797524995006,1.2651181144120494,B5,2026-08-08T16:31:18.288+02:00,2026-08-08T16:31:18.288+02:00,2026-08-08T16:36:44.281+02:00
18,C000018,band_supplement_300_20260808_001,1,18,"[2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,0,0,0,0,1,1,2,2,2,2,0,0,0,0,1,1,2,2,2,2,0,0,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1]",ede14ccd30bfdcc90c5afd80d2bd6bb8a3762e26cdf3177c2916e547414e4f5e,49fb4fa3c5836a802e48f34e2ee2e960d5814ea28a58fa7a2da3bf3c6ae24d17,improved_campaign_offspring,,,5,connected_region_repaint:medium,0.044444444444444446,"[6,7,8,9,16,17,18,28]",8,BASE-C000732,completed,valid,[],,0.5102870836962792,4.999225882588536,B2,2026-08-08T16:31:18.404+02:00,2026-08-08T16:31:18.404+02:00,2026-08-08T16:36:44.281+02:00
19,C000019,band_supplement_300_20260808_001,1,19,"[0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,2,2,2,0,0,0,0,1,1,0,2,2,2,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,0,2,2,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",cf425ed27f61731129100c422edac0cd58d5a962b80b48569a199c7654cf6157,c3226adfc5033a43b7b9393fbfb02f2e1b8ab2ab79e45d76f1bbfc9db5543f70,improved_campaign_offspring,,,6,boundary_growth:small,0.005555555555555556,[37],1,BASE-C000964,completed,valid,[],,0.7769269646833089,1.9128059642842044,B4,2026-08-08T16:36:44.453+02:00,2026-08-08T16:36:44.453+02:00,2026-08-08T16:41:15.827+02:00
20,C000020,band_supplement_300_20260808_001,1,20,"[2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,0,2,2,2,2,0,1,1,1,1,0,0,2,2,2,0,1,1,1,1,0,0,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,0,1,0,1,1,1,0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1]",bf22b794f8a7dd6ae8dd0a00f4e3dea2cf5fb711f11ae2ddafca51f4232abdce,31f19996b0c1e53756836a9b296c34b4c7b5de96fce0db59e13b36b002c61998,improved_campaign_offspring,,,7,boundary_growth:medium,0.07777777777777778,"[112,113,114,115,120,121,122,123,124,130,131,132,141,142]",14,BASE-C000492,completed,valid,[],,0.7943252008370373,1.5214847669398248,B4,2026-08-08T16:36:44.584+02:00,2026-08-08T16:36:44.584+02:00,2026-08-08T16:41:15.834+02:00
21,C000021,band_supplement_300_20260808_001,1,21,"[2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,0,0,1,1,1,1,1,2,0,2,2,0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1]",357434f03387092cec58aff70eb0bc1c447a2437f0567057e9415f3c0ab6a805,85860a7dbb6c385d869b0c14785be4fc59bd1d3ef201bd04bc34ff39393851da,improved_campaign_offspring,,,8,connected_region_repaint:small,0.016666666666666666,"[102,112,113]",3,BASE-C000728,completed,valid,[],,0.813287075764829,1.2690370249002618,B5,2026-08-08T16:36:44.686+02:00,2026-08-08T16:36:44.686+02:00,2026-08-08T16:41:15.844+02:00
