candidate_pk,candidate_id,run_id,generation,candidate_order,chromosome_json,chromosome_hash,physical_key_hash,source,parent_candidate_id,parent_rank,clone_index,mutation_operator,mutation_strength,mutation_indices_json,hamming_distance_to_parent,lineage_id,status,validity_status,rejection_reasons_json,duplicate_of_sample_id,torque_ratio,historical_j,fitness_band,created_at,validated_at,completed_at
11,C000011,improved_dataset_1000_20260807_001,0,11,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",a7f84fd946fd87800cad272e160e631f96edbdb082f5b80c4af314f6ed72f015,8b865395808dbe3e4dde2ca0aaee4cb1b5dc801785e1ff9f9575784c825430f9,improved_initial_parent,,1,,,,[],0,L-SEED,completed,valid,[],,0.03350776055129057,9.753048936715158,B1,2026-08-07T02:32:43.878+02:00,2026-08-07T02:32:43.878+02:00,2026-08-07T02:33:24.096+02:00
12,C000012,improved_dataset_1000_20260807_001,0,12,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0,2,0,2,0,0,2,2,2,0,2,2,0,2,0,0,0,2,0,0,0,2,0,2,2,0,0,2,2,0,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,0,2,2,2,0,1,1,2,2,2,2,2,2,2,0,1,1,0,1,2,2,2,0,0,0,1,1,1,1,1,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,1,1,1,1,2,2,0,2,1,1,1,1,0,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2]",42c1025f9553048f091da29ec9c784aa779a5070ebb797ca27c338fa7258cad5,091232a1e7dbf7a63f8ec5a9ce25ed5cbc9b70efb808aca3fac7a906534f2921,improved_initial_parent,,2,,,,[],0,L-SEED,completed,valid,[],,0.04468909581290203,9.596475212778378,B1,2026-08-07T02:33:24.228+02:00,2026-08-07T02:33:24.228+02:00,2026-08-07T02:36:28.958+02:00
13,C000013,improved_dataset_1000_20260807_001,0,13,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,1,0,1,1,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1]",e241ce5c9830036d4e405e7385730e3f68caf1cc4351e96c14f2b867a6ba54d5,8cd90ca76428b8c80d088630a75114d869bb4ad787d4ee6a4994f6faa879d6ee,improved_initial_parent,,3,,,,[],0,L-SEED,completed,valid,[],,0.5981615187657507,3.7670426043440557,B2,2026-08-07T02:36:29.169+02:00,2026-08-07T02:36:29.169+02:00,2026-08-07T02:37:40.237+02:00
14,C000014,improved_dataset_1000_20260807_001,0,14,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,0,2,0,2,2,2,2,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2,0,0,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2]",75cf0b32d440db994df2349b625625ee1e4c128a332fdddadf5ee4d3ac226710,ff486bd127662018939d8d08bcdb1550286ef32014979d8db478b40314b2dcb6,improved_initial_parent,,4,,,,[],0,L-SEED,completed,valid,[],,0.03484270291465771,9.71981652860112,B1,2026-08-07T02:37:40.420+02:00,2026-08-07T02:37:40.420+02:00,2026-08-07T02:38:57.608+02:00
15,C000015,improved_dataset_1000_20260807_001,0,15,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2,0,0,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2]",eaa822b6bfa5cc37547e65925e784c02df854504df5b69afe48cc4c3c3f685ec,da2d7589ee30a8c7a2434f3f916692fbd235068f37f15b93fae440aeab386e2e,improved_initial_parent,,5,,,,[],0,L-SEED,completed,valid,[],,0.047680810934183006,9.55526777645051,B1,2026-08-07T02:38:57.811+02:00,2026-08-07T02:38:57.811+02:00,2026-08-07T02:40:27.632+02:00
16,C000016,improved_dataset_1000_20260807_001,0,16,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2,0,0,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2]",933e6894081de8a0a0bd6ed939b95a9f1f873358652a59e5353fc94fdd323ade,ef0267008290d670ff748648b946e3dbc0e5ff916e257b3eb22f1716436110fc,improved_initial_parent,,6,,,,[],0,L-SEED,completed,valid,[],,0.04688531697153338,9.57628868151635,B1,2026-08-07T02:40:27.889+02:00,2026-08-07T02:40:27.889+02:00,2026-08-07T02:41:42.041+02:00
17,C000017,improved_dataset_1000_20260807_001,0,17,"[0,0,0,0,2,2,0,2,2,2,0,0,0,0,2,0,0,2,0,2,0,0,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0]",971613aff8090ab7cb3a04c553da24b8ebd3f7fbdb8a0b285e0257b8c704d121,da54d9d90569cfd4a810118bcf123b524559353bc6c291133d776c1a136c3e29,improved_initial_parent,,7,,,,[],0,L-SEED,completed,valid,[],,0.04888430270733974,9.582217331849685,B1,2026-08-07T02:41:42.364+02:00,2026-08-07T02:41:42.364+02:00,2026-08-07T02:42:54.652+02:00
18,C000018,improved_dataset_1000_20260807_001,0,18,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,0,2,2,2,2,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1]",33c212b83f20484bfed726d76d37458bdeb13543a6985bf660ae86ded196903b,f75087107842682e1a5dbe01c7b24c625b91dd54a79124f2303e2c7c3c21d14e,improved_initial_parent,,8,,,,[],0,L-SEED,completed,valid,[],,0.041150229874254145,9.673735244584448,B1,2026-08-07T02:42:54.928+02:00,2026-08-07T02:42:54.928+02:00,2026-08-07T02:44:14.381+02:00
19,C000019,improved_dataset_1000_20260807_001,0,19,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0,1,1,1,1,2,2,0,0,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,0,0,1,1,1,1,1,1,2,2,1,1,1,1,1,0,1,1,1,1,2,0,1,0,0,0,1,1,1,1,2,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,1,0,1,1,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1]",f928ec31bbc5555040a53a78a0d9960c3077348f034ad0fb52de92252a0b5eb4,76b74730bcc5434bcf4bc3315905ca3a50f1fe155e19e939609b2ee688a32844,improved_initial_parent,,9,,,,[],0,L-SEED,completed,valid,[],,0.04375158292969051,11.154029697877547,B1,2026-08-07T02:44:14.637+02:00,2026-08-07T02:44:14.637+02:00,2026-08-07T02:47:00.888+02:00
20,C000020,improved_dataset_1000_20260807_001,0,20,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,1,1,1,1,2,2,0,2,1,1,1,1,0,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2]",c15b659a2b8abaf90b96653e51f75a91528d9463bfd18910b93add1116c2af92,4f0ffd9c28bca0a2a33e0477dc363028815e985a7ddbb7a1a8e45b9512916cae,improved_initial_parent,,10,,,,[],0,L-SEED,completed,valid,[],,0.033430888938443315,9.782401588434439,B1,2026-08-07T02:47:01.168+02:00,2026-08-07T02:47:01.168+02:00,2026-08-07T02:48:27.052+02:00
21,C000021,improved_dataset_1000_20260807_001,0,21,"[2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2,2,0,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,0,2,0,0,0,2,0,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1]",5754ccbe73166c1e76fce0fc62d7c3c2787ab2048c96bf84c8fba7660a987df9,e6bba18c9269ebca6190249c2429ae781327a85bcd00d3c57b54432020cc8ef3,improved_initial_parent,,1,,,,[],0,L-SEED,completed,valid,[],,0.054952803793159456,9.461390164972844,B1,2026-08-07T02:48:27.360+02:00,2026-08-07T02:48:27.360+02:00,2026-08-07T02:50:22.224+02:00
22,C000022,improved_dataset_1000_20260807_001,0,22,"[2,2,2,2,2,0,0,2,0,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,0,0,2,2,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2]",c9c22b948cefe9c31413264ee612e95b3bfeab7623ff20fd5dec91c5754ebcb1,6fe1be0061943bd2656ee4257821f9d6f33fe863a0231f077616cb055730f025,improved_initial_parent,,2,,,,[],0,L-SEED,completed,valid,[],,0.06298969271467342,9.342085655305752,B1,2026-08-07T02:50:22.504+02:00,2026-08-07T02:50:22.504+02:00,2026-08-07T02:52:26.025+02:00
23,C000023,improved_dataset_1000_20260807_001,0,23,"[2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2,2,0,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1]",b352516234530793a9286e41324b35dbea90e30b74365754566c0f68a02558c4,ca7a7af5f326cb6040543cc72f3040f2c9c0609f9f472e11d25376e4a57c9e64,improved_initial_parent,,3,,,,[],0,L-SEED,completed,valid,[],,0.06729687480808048,9.317768626646817,B1,2026-08-07T02:52:26.279+02:00,2026-08-07T02:52:26.279+02:00,2026-08-07T02:53:30.333+02:00
