sample_pk,sample_id,run_id,first_candidate_id,sample_kind,physical_key_hash,chromosome_json,material_matrix_json,chromosome_hash,config_hash,geometry_mode,angles_json,status,completed_angle_count,t_avg,t_min,t_max,t_ripple,t_avg_ref,torque_ratio,historical_j,fitness_band,selection_fitness,build_time,mesh_time,solve_time,postprocess_time,total_time,mesh_nodes,mesh_elements,geometry_points,geometry_segments,material_labels,femm_version,solver_status,attempt_count,error_type,error_message,created_at,started_at,completed_at
207,S000207,improved_dataset_1000_20260807_001,C000206,candidate,466e019ad17092c5602960a2c667fc013208bed4d0374f6c80faf8f529bac5b4,"[2,2,2,2,2,0,0,2,0,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,0,0,2,2,2,2,2,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,2,2,2,0,2,2,2,2,2,2,1,1,0,2,2,2,2,2,2,1,1,1,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,0,2,2,1,1,2,2,1,1,0,0,1,0,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[[2,2,2,2,2,0,0,2,0,0],[0,2,2,2,0,0,2,2,2,0],[0,2,2,2,0,0,0,0,0,0],[0,2,2,2,0,0,0,2,2,2],[0,0,0,0,0,2,2,2,2,2],[0,0,0,2,2,2,2,2,0,0],[0,0,0,0,0,2,2,2,0,2],[0,0,0,0,0,0,0,2,0,2],[0,0,0,0,0,0,0,0,0,2],[2,2,2,2,0,0,0,0,2,2],[2,0,2,2,2,2,2,2,1,1],[0,2,2,2,2,2,2,1,1,1],[2,2,0,2,2,2,2,2,1,1],[2,2,2,2,2,2,2,2,1,1],[0,0,2,2,1,1,2,2,1,1],[0,0,1,0,1,1,2,1,1,1],[0,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1]]",d1a53efe97f18f7df3134b3b2376da306b539702456fce38b23bf8c59c2cb2cd,f18b26cec31861eb763ac2c0500d3832779dd39cb27d4f58c59382f0d1c5f4a3,merged_copper_v5,"[0.0,3.0,6.0,9.0,12.0,15.0]",classified,6,0.07106862038728332,0.0702743804515203,0.07232057632106312,0.028791833278769403,0.8707406437252049,0.08161858631433278,9.140434093734227,B1,0.08161858631433278,9.489450499997474,5.1308850000059465,118.49072570000135,0.40958410000166623,134.68389640000532,41779,82288,1826,1902,120,4.2,completed,6,,,2026-08-07T09:14:41.396+02:00,2026-08-07T09:14:41.442+02:00,2026-08-07T09:17:02.930+02:00
208,S000208,improved_dataset_1000_20260807_001,C000207,candidate,996848bcd2cd8033513e8b5f685a7e0dd9d711a13c2cbcdbd6082b73b95993c0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,2,0,2,2,2,0,0,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2,2,0,2,2,2,2,2,0,2,0,0,0,0,1,1,2,2,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,1,0,1,1,2,2,2,0,0,0,2,2,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,1,1]","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,2,0],[0,0,0,0,2,0,0,2,2,0],[0,0,0,0,2,0,2,2,2,0],[0,2,0,2,2,2,2,2,2,0],[0,2,2,2,2,2,2,2,2,0],[0,2,2,2,0,2,2,2,2,2],[0,2,0,0,0,0,1,1,2,2],[0,0,0,0,0,0,1,1,2,2],[0,0,0,0,0,0,1,1,1,1],[2,0,0,0,0,0,1,1,1,1],[2,0,0,0,0,0,1,1,1,1],[2,2,0,0,0,0,1,0,1,1],[2,2,2,0,0,0,2,2,1,1],[0,0,0,0,0,0,0,2,0,1],[0,0,0,0,0,0,0,2,2,1],[0,0,0,0,0,0,0,2,1,1],[0,0,0,0,0,0,0,2,1,1]]",4fc61e5f8a8c5026bf7ae741b061e77c66a816c0ad8f4ae0f78b5211c903f67f,f18b26cec31861eb763ac2c0500d3832779dd39cb27d4f58c59382f0d1c5f4a3,merged_copper_v5,"[0.0,3.0,6.0,9.0,12.0,15.0]",classified,6,0.08556994764890606,0.08383272429378263,0.08649492079080956,0.031111348904289755,0.8707406437252049,0.09827260076297861,8.961487018589464,B1,0.09827260076297861,5.670408399993903,4.949591199998395,101.94839140001568,0.37737770000239834,113.98978429999988,37627,74020,1424,1476,72,4.2,completed,6,,,2026-08-07T09:17:03.123+02:00,2026-08-07T09:17:03.170+02:00,2026-08-07T09:19:04.762+02:00
209,S000209,improved_dataset_1000_20260807_001,C000208,candidate,7ce36f86c09ad87635b4fe49f768c5279fc666e1d49f462ee81e49ea9041dabe,"[2,2,2,2,2,0,0,2,0,0,0,2,2,2,0,0,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,0,0,2,2,2,2,2,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,2,2,2,0,2,2,2,2,2,2,1,1,0,2,2,2,2,2,2,1,1,1,2,2,0,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,0,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1]","[[2,2,2,2,2,0,0,2,0,0],[0,2,2,2,0,0,2,2,2,0],[0,2,2,2,0,0,0,0,0,0],[0,2,2,2,0,0,0,2,2,2],[0,0,0,0,0,2,2,2,2,2],[0,0,0,2,2,2,2,2,0,0],[0,0,0,0,0,2,2,2,0,2],[0,0,0,0,0,0,0,2,0,2],[0,0,0,0,0,0,0,0,0,2],[2,2,2,2,0,0,0,0,2,2],[2,0,2,2,2,2,2,2,1,1],[0,2,2,2,2,2,2,1,1,1],[2,2,0,2,2,2,2,2,1,1],[2,2,2,2,2,2,2,2,1,1],[1,1,2,2,1,1,2,2,1,1],[1,1,1,0,1,1,2,2,2,1],[1,1,1,1,1,1,1,2,2,1],[1,1,1,1,1,1,1,1,1,1]]",48ce6cf12cdbf358273044029081d13cee733f6e7235b902fba0a98566840d39,f18b26cec31861eb763ac2c0500d3832779dd39cb27d4f58c59382f0d1c5f4a3,merged_copper_v5,"[0.0,3.0,6.0,9.0,12.0,15.0]",classified,6,0.06848143728262825,0.06779705376754042,0.06982949008993526,0.029678645820572103,0.8707406437252049,0.07864734209448497,9.17366069508422,B1,0.07864734209448497,9.741883499998949,5.181947499993839,106.93374819999008,0.41942939998261863,123.48894470000232,42422,83570,1868,1938,114,4.2,completed,6,,,2026-08-07T09:19:04.962+02:00,2026-08-07T09:19:05.011+02:00,2026-08-07T09:21:15.387+02:00
210,S000210,improved_dataset_1000_20260807_001,C000209,candidate,ad51fe727aade1cb1d891ead69c36d63d0248109c50fa0842210f7af3c965c7d,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,0,0,0,0,0,2,2,0,0,2,2,2,2,0,0,2,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,2]","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[2,0,0,0,0,0,0,0,0,0],[2,2,2,2,0,0,0,0,0,0],[2,2,2,2,0,0,0,0,0,0],[2,2,2,2,0,0,0,0,0,0],[2,2,2,2,0,0,0,0,0,0],[2,2,2,2,2,2,0,0,0,0],[2,2,2,2,2,2,2,0,0,0],[2,2,2,2,2,0,0,0,0,0],[2,2,0,0,2,2,2,2,0,0],[2,0,0,0,2,0,0,0,0,0],[2,2,0,0,0,0,0,0,0,0],[2,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,2,2],[0,0,0,0,0,0,0,0,0,2],[0,0,0,0,0,0,0,0,0,2],[0,0,0,0,0,0,1,2,2,2]]",ca25a7f779033e1ac2aa22f3e3fe9f929b34b66bff1bdc0ac54e757f5ea5d3d0,f18b26cec31861eb763ac2c0500d3832779dd39cb27d4f58c59382f0d1c5f4a3,merged_copper_v5,"[0.0,3.0,6.0,9.0,12.0,15.0]",classified,6,0.056595835801590555,0.05460933266554979,0.05743433543427576,0.04991538208976449,0.8707406437252049,0.06499735163327407,9.342467449866383,B1,0.06499735163327407,5.217977500004054,3.2458073000161676,46.91991920000146,0.3091806000084034,56.50554550001107,28550,55872,1178,1212,48,4.2,completed,6,,,2026-08-07T09:21:15.603+02:00,2026-08-07T09:21:15.654+02:00,2026-08-07T09:22:19.038+02:00
211,S000211,improved_dataset_1000_20260807_001,C000210,candidate,93363825abc236d36b66181c55032cc416c9ffc905f62795f1aa8d5ebb7b0426,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,2,0,0,2,2,2,2,0,0,0,2,2,0,0,2,0,0,0,0,0,2,2,0,0,2,2,2,2,0,0,2,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,1,2,2,2]","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[2,0,0,0,0,0,0,0,0,0],[2,2,2,2,0,0,0,0,0,0],[2,2,2,2,0,0,0,0,0,0],[2,2,2,2,0,0,0,0,0,0],[2,2,2,2,0,0,0,0,0,0],[2,2,2,2,2,2,0,0,0,0],[2,0,0,2,2,2,2,0,0,0],[2,2,0,0,2,0,0,0,0,0],[2,2,0,0,2,2,2,2,0,0],[2,0,0,0,2,0,0,0,0,0],[2,2,0,0,0,0,0,0,0,0],[2,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,2,2],[0,0,0,0,0,0,0,2,0,2],[0,0,0,0,0,0,2,2,2,2],[0,0,0,0,0,0,1,2,2,2]]",79ade83fa60afa4ddabcd7982f423044a34bbb074f0a649907e3389a9a8897ec,f18b26cec31861eb763ac2c0500d3832779dd39cb27d4f58c59382f0d1c5f4a3,merged_copper_v5,"[0.0,3.0,6.0,9.0,12.0,15.0]",classified,6,0.05305573954364346,0.05013638970336398,0.05602156439513691,0.11092437392059736,0.8707406437252049,0.060931736592265015,9.447727644921553,B1,0.060931736592265015,5.749952699996356,3.7186557999884826,60.84282729998813,0.3452625999925658,71.57082229998923,32999,64770,1346,1386,54,4.2,completed,6,,,2026-08-07T09:22:19.243+02:00,2026-08-07T09:22:19.289+02:00,2026-08-07T09:23:37.734+02:00
212,S000212,improved_dataset_1000_20260807_001,C000211,candidate,5e17eacb098361f346e41759a7d6367a13d4b012d6b13743e5e0b64dadcba9a3,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,2,2,2,0,2,2,2,2,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,2,2,0,0,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1]","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,2,2,2,0,0,0,0,0,0],[0,2,2,2,0,0,0,0,0,0],[0,2,2,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[2,0,0,0,2,2,0,0,0,0],[2,2,2,0,2,2,2,2,0,0],[2,2,2,2,2,0,0,0,0,0],[2,2,2,2,2,0,0,2,2,2],[2,2,2,0,0,0,2,2,2,2],[0,0,1,1,1,1,1,2,2,2],[1,1,1,1,1,1,1,1,2,2],[1,1,1,1,1,1,1,1,1,2],[1,1,1,1,1,1,1,1,1,1]]",4517202448ea4ee29f03ed3c9d5e808e4bb5d439e88e57954ac7bc6a2a8e76de,f18b26cec31861eb763ac2c0500d3832779dd39cb27d4f58c59382f0d1c5f4a3,merged_copper_v5,"[0.0,3.0,6.0,9.0,12.0,15.0]",classified,6,0.047139977540124584,0.04483538177185503,0.04972750841062282,0.10377872230854814,0.8707406437252049,0.05413779393419631,9.51452901835349,B1,0.05413779393419631,4.866981499995745,3.1736289999898872,45.72838480000064,0.2872352000049432,54.807526899996446,27498,53768,1154,1194,66,4.2,completed,6,,,2026-08-07T09:23:38.108+02:00,2026-08-07T09:23:38.155+02:00,2026-08-07T09:24:39.597+02:00
213,S000213,improved_dataset_1000_20260807_001,C000212,candidate,26bd214f1272432a2b5ba27888276cba336d1cb3c740e76bd5f7e64e3d5e8678,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,2,2,0,0,0,2,2,2,0,2,2,2,2,0,0,2,2,2,2,2,0,1,0,0,0,2,2,2,2,2,0,1,1,1,1,2,2,2,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,2,2,2,0,0,0,0,0,0],[0,2,2,2,0,0,0,0,0,0],[0,2,2,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,2,0,0],[0,0,0,0,0,0,2,2,0,0],[2,0,0,0,2,2,2,0,0,0],[2,2,2,0,2,2,2,2,0,0],[2,2,2,2,2,0,1,0,0,0],[2,2,2,2,2,0,1,1,1,1],[2,2,2,0,0,0,1,1,1,1],[0,0,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1]]",f9f395cdc973fd47cf88196cd1c15431ac2e1a785f35a8bf2a7cc34269c0c2f9,f18b26cec31861eb763ac2c0500d3832779dd39cb27d4f58c59382f0d1c5f4a3,merged_copper_v5,"[0.0,3.0,6.0,9.0,12.0,15.0]",classified,6,0.07323125547579658,0.07099124974388714,0.0750954305871084,0.056044114177145506,0.8707406437252049,0.08410225938518091,9.14065343602619,B1,0.08410225938518091,3.916531099996064,3.012113300006604,39.8098847999936,0.2892894999895361,47.776270899994415,26199,51166,1070,1110,60,4.2,completed,6,,,2026-08-07T09:24:39.849+02:00,2026-08-07T09:24:39.897+02:00,2026-08-07T09:25:34.482+02:00
214,S000214,improved_dataset_1000_20260807_001,C000213,candidate,259a77d6a629d9f660d0c60c1ff2213a104f56a82e9dc64a29f02b3891d52363,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,2,2,2,0,1,1,1,1,1,0,2,2,2,0,1,1,1,1,1,0,2,2,2,0,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,0,0,1,1,1,1,1,0,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[[0,1,1,1,1,1,1,1,1,1],[0,1,1,1,1,1,1,1,1,1],[0,0,0,0,0,1,1,1,1,1],[0,2,2,2,0,1,1,1,1,1],[0,2,2,2,0,1,1,1,1,1],[0,2,2,2,0,1,1,1,1,1],[2,2,2,2,2,1,1,1,1,1],[2,2,2,2,2,1,1,1,1,1],[2,2,2,2,2,1,1,1,1,1],[2,2,2,2,2,1,1,1,1,1],[2,2,2,2,2,1,1,1,1,1],[2,2,2,2,2,1,1,1,1,1],[2,2,2,2,2,1,1,1,1,1],[2,2,2,0,0,1,1,1,1,1],[0,2,2,2,2,1,1,1,1,1],[1,2,2,2,2,1,1,1,1,1],[1,2,2,2,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1]]",c9f48a0f886daa289030407df8eebec98caa922dff2d0e2878c1abed40e4d3d3,f18b26cec31861eb763ac2c0500d3832779dd39cb27d4f58c59382f0d1c5f4a3,merged_copper_v5,"[0.0,3.0,6.0,9.0,12.0,15.0]",classified,6,0.8131726441977909,0.7611832369494517,0.8623300150979164,0.12438536744955041,0.8707406437252049,0.9338861692717978,0.12438538274605053,B6,0.9338861692717978,4.947275300000911,2.9863462999928743,96.4999178999933,0.250623199986876,105.37155710000661,24269,47304,926,966,48,4.2,completed,6,,,2026-08-07T09:25:34.682+02:00,2026-08-07T09:25:34.727+02:00,2026-08-07T09:27:26.772+02:00
215,S000215,improved_dataset_1000_20260807_001,C000214,candidate,dc619ccc6c33092f58365bed01c5ed8352dfecda75363fba5ba466f9505bce21,"[2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,1,1,0,0,2,2,2,2,2,1,1,1,0,0,2,2,2,0,1,1,1,1,0,0,2,2,2,0,1,1,1,1,1,0,2,2,2,2,1,1,1,1,0,2,2,2,0,0,0,0,1,1,1,2,0,2,0,0,1,1,1,1,1,2,0,2,2,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,2,2,1,1,1,0,0,0,1,1,2,2,2,2,2,0,1,1,1,1,2,0,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1]","[[2,2,2,2,2,2,2,2,0,0],[0,2,2,2,2,2,2,1,1,0],[0,2,2,2,2,2,1,1,1,0],[0,2,2,2,0,1,1,1,1,0],[0,2,2,2,0,1,1,1,1,1],[0,2,2,2,2,1,1,1,1,0],[2,2,2,0,0,0,0,1,1,1],[2,0,2,0,0,1,1,1,1,1],[2,0,2,2,1,1,0,1,1,1],[1,1,1,1,1,1,0,0,1,1],[2,2,1,1,1,0,0,0,1,1],[2,2,2,2,2,0,1,1,1,1],[2,0,2,2,2,2,1,1,1,1],[2,2,2,2,2,1,1,1,1,1],[2,2,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,1,1,1,1,1,1,1,1,1],[0,1,1,1,1,1,1,1,1,1]]",1e962a4324a2fbcd9241e1c5e926d09b23a01a9a68872388886102bb5e26290b,f18b26cec31861eb763ac2c0500d3832779dd39cb27d4f58c59382f0d1c5f4a3,merged_copper_v5,"[0.0,3.0,6.0,9.0,12.0,15.0]",classified,6,0.38492464401706794,0.3636957219332762,0.4039661773932355,0.10461906268119753,0.8707406437252049,0.4420657824932604,5.293061027764348,B1,0.4420657824932604,6.3842319999967,4.14481550000346,349.61422460000904,0.35073179999017157,361.49285910000617,35397,69558,1442,1518,102,4.2,completed,6,,,2026-08-07T09:27:26.974+02:00,2026-08-07T09:27:27.020+02:00,2026-08-07T09:33:35.382+02:00
216,S000216,improved_dataset_1000_20260807_001,C000215,candidate,f109681d9459487e02c41634682d3904ac6418c04dd8c465f51a854cc433465e,"[0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,2,2,2,0,1,1,1,1,1,0,2,2,2,0,1,1,1,1,1,0,2,2,2,0,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[[0,1,1,1,1,1,1,1,1,1],[0,1,1,1,1,1,1,1,1,1],[0,0,1,0,0,1,1,1,1,1],[0,2,2,2,0,1,1,1,1,1],[0,2,2,2,0,1,1,1,1,1],[0,2,2,2,0,1,1,1,1,1],[2,2,2,2,2,1,1,1,1,1],[2,2,2,2,2,1,1,1,1,1],[2,2,2,2,2,1,1,1,1,1],[2,2,2,2,2,1,1,1,1,1],[2,2,2,2,2,1,1,1,1,1],[2,2,2,2,2,1,1,1,1,1],[2,2,2,2,2,1,1,1,1,1],[2,2,2,0,0,1,1,1,1,1],[0,0,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1]]",d450e9d0028037a1d994e04cb480c4a6c6fcd2e791ed71efa53773e4037979aa,f18b26cec31861eb763ac2c0500d3832779dd39cb27d4f58c59382f0d1c5f4a3,merged_copper_v5,"[0.0,3.0,6.0,9.0,12.0,15.0]",classified,6,0.8632761954977161,0.8246430701638848,0.9308414593973823,0.12301785892783651,0.8707406437252049,0.9914274723693218,0.12301787422433665,B6,0.9914274723693218,3.949010199998156,2.520691900019301,72.83287319999363,0.2247316999855684,80.15662840000005,21582,41936,794,840,54,4.2,completed,6,,,2026-08-07T09:33:35.591+02:00,2026-08-07T09:33:35.640+02:00,2026-08-07T09:35:02.420+02:00
217,S000217,improved_dataset_1000_20260807_001,C000216,candidate,c1b2e8fe29ea48fb4bf20b6839fe2574b08d56d3d1f37ef60a92b349acdaf4be,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1]","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,2,2,2,0,0,0,0,0,0],[0,2,2,2,0,0,0,0,0,0],[0,2,2,2,0,0,0,0,0,0],[0,2,2,2,0,0,0,0,2,2],[0,0,2,0,0,0,0,0,0,2],[0,0,0,0,0,0,0,2,2,2],[0,0,0,0,0,0,0,0,2,2],[0,0,0,0,0,0,0,0,0,2],[0,0,0,0,0,0,0,0,0,2],[0,0,0,0,0,0,2,0,0,2],[0,0,0,0,0,2,2,2,0,2],[0,0,2,2,2,2,2,2,2,2],[0,2,2,2,2,2,2,2,0,2],[2,2,2,2,2,2,2,2,2,2],[2,2,1,2,2,2,2,1,1,1]]",9cc0a5e7af3793bd00e0d06d0bfc1a4f975f780ada7641833decd871fb1a6042,f18b26cec31861eb763ac2c0500d3832779dd39cb27d4f58c59382f0d1c5f4a3,merged_copper_v5,"[0.0,3.0,6.0,9.0,12.0,15.0]",classified,6,0.03667467074570744,0.03415488438353821,0.03810850258618334,0.10780241846091766,0.8707406437252049,0.042118937493035545,9.649369049436075,B1,0.042118937493035545,6.370444200001657,3.9581133000028785,76.40765820001252,0.34596700000111014,88.07185619999655,34072,66920,1370,1404,66,4.2,completed,6,,,2026-08-07T09:35:02.699+02:00,2026-08-07T09:35:02.747+02:00,2026-08-07T09:36:37.613+02:00
218,S000218,improved_dataset_1000_20260807_001,C000217,candidate,d2a0b2519547bbe51cb3a7a75862cd23d9f1a889f3e78211791fdf4ba660270b,"[0,0,0,0,2,2,0,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,0,0,2,2,2,0,2,2,2,2,0,0,0,2,0,0,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0]","[[0,0,0,0,2,2,0,2,2,0],[0,0,0,0,2,0,0,2,0,0],[0,0,0,2,2,2,2,2,2,0],[0,2,2,2,2,2,2,2,2,0],[0,2,2,2,2,2,2,0,2,2],[0,2,2,2,2,2,2,2,2,2],[2,2,0,0,2,2,2,2,2,2],[0,0,0,0,0,2,2,2,2,2],[0,0,2,2,2,0,2,2,2,2],[0,0,0,2,0,0,2,2,2,2],[0,0,0,0,0,0,2,2,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,1,1,0,0]]",bedfdd4d6029e958af555232d4506dee4d478e7034562967f47cc9e32c2eb8d3,f18b26cec31861eb763ac2c0500d3832779dd39cb27d4f58c59382f0d1c5f4a3,merged_copper_v5,"[0.0,3.0,6.0,9.0,12.0,15.0]",classified,6,0.04478013140598482,0.04097713968135339,0.04630817130984858,0.1190490394090871,0.8707406437252049,0.051427634311873104,9.559297412130778,B1,0.051427634311873104,6.462257899998804,3.732177400001092,51.845507799996994,0.3298324999923352,63.24912239999685,32231,63228,1304,1356,78,4.2,completed,6,,,2026-08-07T09:36:37.814+02:00,2026-08-07T09:36:37.859+02:00,2026-08-07T09:37:47.926+02:00
